game_id,season,week,season_type,start_date,start_time_tbd,neutral_site,conference_game,attendance,venue_id,venue,home_id,home_team,home_conference,home_division,home_points,home_post_win_prob,home_pregame_elo,home_postgame_elo,away_id,away_team,away_conference,away_division,away_points,away_post_win_prob,away_pregame_elo,away_postgame_elo,excitement_index,highlights,notes
242410093,2004,1,regular,2004-08-28T23:00:00.000Z,FALSE,FALSE,FALSE,NA,3909,Roy Stewart Stadium,93,Murray State,OVC,fcs,56,NA,NA,NA,2249,Glenville State,NA,NA,3,NA,NA,NA,NA,NA,NA
242410193,2004,1,regular,2004-08-28T23:00:00.000Z,FALSE,FALSE,FALSE,0,3996,Yager Stadium,193,Miami (OH),Mid-American,fbs,49,NA,NA,NA,282,Indiana State,MVFC,fcs,0,NA,NA,NA,NA,NA,NA
242412535,2004,1,regular,2004-08-28T23:00:00.000Z,FALSE,TRUE,FALSE,NA,NA,NA,2535,Samford,OVC,fcs,34,NA,NA,NA,2695,West Alabama,NA,NA,20,NA,NA,NA,NA,NA,NA
242410259,2004,1,regular,2004-08-28T23:40:00.000Z,NA,FALSE,TRUE,91665,NA,NA,259,Virginia Tech,ACC,fbs,13,NA,1748,1740,30,USC,Pac-10,fbs,24,NA,1925,1933,NA,NA,BCA CLASSIC AT LANDOVER MD
242462275,2004,2,regular,2004-09-02T23:00:00.000Z,FALSE,TRUE,FALSE,NA,NA,NA,2275,Hofstra,Atlantic 10,fcs,45,NA,NA,NA,399,Albany,NEC,fcs,0,NA,NA,NA,NA,NA,NA
242462623,2004,2,regular,2004-09-02T23:00:00.000Z,FALSE,TRUE,FALSE,NA,NA,NA,2623,Missouri State,MVFC,fcs,31,NA,NA,NA,2181,Drake,Pioneer,fcs,26,NA,NA,NA,NA,NA,NA
242462717,2004,2,regular,2004-09-02T23:00:00.000Z,FALSE,FALSE,FALSE,NA,3704,E. J. Whitmire Stadium,2717,Western Carolina,Southern,fcs,77,NA,NA,NA,2707,WV State,NA,NA,7,NA,NA,NA,NA,NA,NA
242460048,2004,2,regular,2004-09-02T23:00:00.000Z,FALSE,TRUE,TRUE,NA,NA,NA,48,Delaware,Atlantic 10,fcs,21,NA,NA,NA,160,New Hampshire,Atlantic 10,fcs,24,NA,NA,NA,NA,NA,NA
242460222,2004,2,regular,2004-09-02T23:00:00.000Z,FALSE,TRUE,FALSE,NA,NA,NA,222,Villanova,Atlantic 10,fcs,20,NA,NA,NA,2083,Bucknell,Patriot,fcs,14,NA,NA,NA,NA,NA,NA
242462199,2004,2,regular,2004-09-02T23:00:00.000Z,NA,FALSE,TRUE,0,3912,Rynearson Stadium,2199,Eastern Michigan,Mid-American,fbs,37,NA,1219,1219,2084,Buffalo,Mid-American,fbs,34,NA,1172,1172,NA,NA,
242462754,2004,2,regular,2004-09-02T23:30:00.000Z,FALSE,FALSE,FALSE,NA,844,Stambaugh Stadium,2754,Youngstown State,MVFC,fcs,35,NA,NA,NA,215,Slippery Rock,NA,NA,13,NA,NA,NA,NA,NA,NA
242460254,2004,2,regular,2004-09-02T23:30:00.000Z,NA,FALSE,FALSE,0,587,Rice-Eccles Stadium,254,Utah,Mountain West,fbs,41,NA,1629,1653,245,Texas A&M,Big 12,fbs,21,NA,1399,1375,NA,NA,
242462447,2004,2,regular,2004-09-02T23:30:00.000Z,FALSE,FALSE,FALSE,NA,3779,Manning Field at John L. Guidry Stadium,2447,Nicholls,Southland,fcs,37,NA,NA,NA,331,Eastern Washington,Big Sky,fcs,14,NA,NA,NA,NA,NA,NA
242460079,2004,2,regular,2004-09-03T00:00:00.000Z,FALSE,TRUE,FALSE,NA,NA,NA,79,Southern Illinois,MVFC,fcs,42,NA,NA,NA,2546,Southeast Missouri State,OVC,fcs,3,NA,NA,NA,NA,NA,NA
242462545,2004,2,regular,2004-09-03T00:00:00.000Z,FALSE,FALSE,FALSE,NA,3944,Strawberry Stadium,2545,Southeastern Louisiana,FCS Independents,fcs,46,NA,NA,NA,2028,Arkansas-Monticello,NA,NA,32,NA,NA,NA,NA,NA,NA
242462287,2004,2,regular,2004-09-03T00:00:00.000Z,FALSE,FALSE,FALSE,NA,3744,Hancock Stadium,2287,Illinois State,MVFC,fcs,44,NA,NA,NA,2615,St. Xavier (IL),NA,NA,14,NA,NA,NA,NA,NA,NA
242462617,2004,2,regular,2004-09-03T00:00:00.000Z,FALSE,FALSE,FALSE,NA,3756,Homer Bryce Stadium,2617,Stephen F. Austin,Southland,fcs,30,NA,NA,NA,2271,Henderson State,NA,NA,14,NA,NA,NA,NA,NA,NA
242462050,2004,2,regular,2004-09-03T00:00:00.000Z,NA,FALSE,FALSE,0,3919,Scheumann Stadium,2050,Ball State,Mid-American,fbs,11,NA,1289,1300,103,Boston College,Big East,fbs,19,NA,1647,1636,NA,NA,
242462711,2004,2,regular,2004-09-03T00:00:00.000Z,FALSE,FALSE,FALSE,21643,3980,Waldo Stadium,2711,Western Michigan,Mid-American,fbs,42,NA,NA,NA,2630,UT Martin,OVC,fcs,0,NA,NA,NA,NA,NA,NA
242462628,2004,2,regular,2004-09-03T01:30:00.000Z,NA,FALSE,TRUE,0,3616,Amon G. Carter Stadium,2628,TCU,Conference USA,fbs,48,NA,1592,1591,77,Northwestern,Big Ten,fbs,45,NA,1425,1426,NA,NA,
242460009,2004,2,regular,2004-09-03T02:00:00.000Z,NA,FALSE,FALSE,0,3947,Sun Devil Stadium,9,Arizona State,Pac-10,fbs,41,NA,1517,1554,2638,UTEP,Western Athletic,fbs,9,NA,1094,1057,NA,NA,
242462502,2004,2,regular,2004-09-03T02:05:00.000Z,FALSE,TRUE,FALSE,NA,NA,NA,2502,Portland State,Big Sky,fcs,38,NA,NA,NA,2714,Western State,NA,NA,0,NA,NA,NA,NA,NA,NA
242470167,2004,2,regular,2004-09-04T00:00:00.000Z,NA,FALSE,TRUE,0,3971,University Stadium,167,New Mexico,Mountain West,fbs,17,NA,1557,1561,265,Washington State,Pac-10,fbs,21,NA,1715,1711,NA,NA,
242482294,2004,2,regular,2004-09-04T16:00:00.000Z,NA,FALSE,FALSE,0,3793,Kinnick Stadium,2294,Iowa,Big Ten,fbs,39,NA,1781,1815,2309,Kent State,Mid-American,fbs,7,NA,1330,1296,NA,NA,NA
242480130,2004,2,regular,2004-09-04T16:00:00.000Z,NA,FALSE,FALSE,0,3558,Michigan Stadium,130,Michigan,Big Ten,fbs,43,NA,1841,1930,193,Miami (OH),Mid-American,fbs,10,NA,1824,1735,NA,NA,
242480041,2004,2,regular,2004-09-04T16:00:00.000Z,FALSE,TRUE,FALSE,35129,NA,NA,41,Connecticut,Big East,fbs,52,NA,NA,NA,93,Murray State,OVC,fcs,14,NA,NA,NA,NA,NA,NA
242482005,2004,2,regular,2004-09-04T16:00:00.000Z,NA,FALSE,TRUE,0,3713,Falcon Stadium,2005,Air Force,Mountain West,fbs,14,NA,1515,1417,25,California,Pac-10,fbs,56,NA,1720,1818,NA,NA,NA
242480194,2004,2,regular,2004-09-04T16:00:00.000Z,NA,FALSE,TRUE,0,3861,Ohio Stadium,194,Ohio State,Big Ten,fbs,27,NA,1735,1759,2132,Cincinnati,Conference USA,fbs,6,NA,1482,1458,NA,NA,
242480275,2004,2,regular,2004-09-04T16:00:00.000Z,NA,FALSE,FALSE,0,347,Camp Randall Stadium,275,Wisconsin,Big Ten,fbs,34,NA,1637,1675,2116,UCF,Mid-American,fbs,6,NA,1332,1294,NA,NA,NA
242480218,2004,2,regular,2004-09-04T16:00:00.000Z,NA,FALSE,FALSE,0,3730,Franklin Field,218,Temple,Big East,fbs,14,NA,1378,1331,258,Virginia,ACC,fbs,44,NA,1681,1728,NA,NA,NA
242480201,2004,2,regular,2004-09-04T16:00:00.000Z,NA,FALSE,FALSE,0,3835,Gaylord Family Oklahoma Memorial Stadium,201,Oklahoma,Big 12,fbs,40,NA,1999,1999,189,Bowling Green,Mid-American,fbs,24,NA,1596,1596,NA,NA,
242480107,2004,2,regular,2004-09-04T16:30:00.000Z,FALSE,FALSE,FALSE,NA,3722,Fitton Field,107,Holy Cross,Patriot,fcs,7,NA,NA,NA,2184,Duquesne,Metro Atlantic Athletic,fcs,31,NA,NA,NA,NA,NA,NA
242480238,2004,2,regular,2004-09-04T16:30:00.000Z,NA,FALSE,TRUE,0,3973,Vanderbilt Stadium,238,Vanderbilt,SEC,fbs,6,NA,1321,1270,2579,South Carolina,SEC,fbs,31,NA,1453,1504,NA,NA,NA
242480059,2004,2,regular,2004-09-04T17:00:00.000Z,FALSE,FALSE,FALSE,43100,721,Bobby Dodd Stadium at Historic Grant Field,59,Georgia Tech,ACC,fbs,28,NA,NA,NA,2535,Samford,OVC,fcs,7,NA,NA,NA,NA,NA,NA
242482230,2004,2,regular,2004-09-04T17:00:00.000Z,FALSE,TRUE,FALSE,NA,NA,NA,2230,Fordham,Patriot,fcs,36,NA,NA,NA,227,Rhode Island,Atlantic 10,fcs,37,NA,NA,NA,NA,NA,NA
242482325,2004,2,regular,2004-09-04T17:00:00.000Z,FALSE,TRUE,FALSE,NA,NA,NA,2325,La Salle,Metro Atlantic Athletic,fcs,28,NA,NA,NA,2681,Wagner,NEC,fcs,35,NA,NA,NA,NA,NA,NA
242482011,2004,2,regular,2004-09-04T17:00:00.000Z,FALSE,TRUE,FALSE,NA,NA,NA,2011,Alabama State,SWAC,fcs,27,NA,NA,NA,47,Howard,MEAC,fcs,12,NA,NA,NA,NA,NA,NA
242482529,2004,2,regular,2004-09-04T17:00:00.000Z,FALSE,FALSE,TRUE,NA,3668,Campus Field,2529,Sacred Heart,NEC,fcs,6,NA,NA,NA,2115,Central Connecticut,NEC,fcs,27,NA,NA,NA,NA,NA,NA
242480046,2004,2,regular,2004-09-04T17:00:00.000Z,FALSE,FALSE,FALSE,NA,3847,Cooper Field,46,Georgetown,Patriot,fcs,36,NA,NA,NA,2598,St Francis (PA),NEC,fcs,7,NA,NA,NA,NA,NA,NA
242480314,2004,2,regular,2004-09-04T17:00:00.000Z,FALSE,TRUE,FALSE,NA,NA,NA,314,Iona,Metro Atlantic Athletic,fcs,27,NA,NA,NA,2818,Montclair State,NA,NA,42,NA,NA,NA,NA,NA,NA
242480322,2004,2,regular,2004-09-04T17:00:00.000Z,FALSE,FALSE,FALSE,NA,3721,Fisher Field,322,Lafayette,Patriot,fcs,48,NA,NA,NA,2368,Marist,Metro Atlantic Athletic,fcs,7,NA,NA,NA,NA,NA,NA
242482329,2004,2,regular,2004-09-04T17:00:00.000Z,FALSE,FALSE,FALSE,NA,3741,Goodman Stadium,2329,Lehigh,Patriot,fcs,25,NA,NA,NA,2619,Stony Brook,NEC,fcs,2,NA,NA,NA,NA,NA,NA
242482169,2004,2,regular,2004-09-04T17:00:00.000Z,FALSE,FALSE,FALSE,NA,3613,Alumni Stadium,2169,Delaware State,MEAC,fcs,0,NA,NA,NA,113,UMass,Atlantic 10,fcs,51,NA,NA,NA,NA,NA,NA
242482523,2004,2,regular,2004-09-04T17:30:00.000Z,FALSE,TRUE,FALSE,NA,NA,NA,2523,Robert Morris,NEC,fcs,47,NA,NA,NA,2085,Buffalo State,NA,NA,10,NA,NA,NA,NA,NA,NA
242480153,2004,2,regular,2004-09-04T17:35:00.000Z,FALSE,FALSE,TRUE,43500,3787,Kenan Memorial Stadium,153,North Carolina,ACC,fbs,49,NA,NA,NA,2729,William & Mary,Atlantic 10,fcs,38,NA,NA,NA,NA,NA,NA
242480111,2004,2,regular,2004-09-04T18:00:00.000Z,FALSE,TRUE,FALSE,NA,NA,NA,111,Northeastern,Atlantic 10,fcs,71,NA,NA,NA,2129,Cheyney,NA,NA,0,NA,NA,NA,NA,NA,NA
242480066,2004,2,regular,2004-09-04T18:00:00.000Z,FALSE,FALSE,FALSE,42865,3772,Jack Trice Stadium,66,Iowa State,Big 12,fbs,23,NA,NA,NA,2460,Northern Iowa,MVFC,fcs,0,NA,NA,NA,NA,NA,NA
242482210,2004,2,regular,2004-09-04T18:00:00.000Z,FALSE,FALSE,FALSE,NA,3894,Rhodes Stadium,2210,Elon,Southern,fcs,13,NA,NA,NA,119,Towson,Patriot,fcs,34,NA,NA,NA,NA,NA,NA
242480002,2004,2,regular,2004-09-04T18:30:00.000Z,NA,FALSE,FALSE,0,3785,Jordan-Hare Stadium,2,Auburn,SEC,fbs,31,NA,1728,1739,2433,Louisiana Monroe,Sun Belt,fbs,0,NA,1072,1061,NA,NA,NA
