game_id,season,week,season_type,start_date,start_time_tbd,neutral_site,conference_game,attendance,venue_id,venue,home_id,home_team,home_conference,home_division,home_points,home_post_win_prob,home_pregame_elo,home_postgame_elo,away_id,away_team,away_conference,away_division,away_points,away_post_win_prob,away_pregame_elo,away_postgame_elo,excitement_index,highlights,notes
272372013,2007,1,regular,2007-08-25T22:00:00.000Z,FALSE,TRUE,FALSE,NA,NA,NA,2013,Albany State (GA),NA,NA,16,NA,NA,NA,2428,North Carolina Central,FCS Independents,fcs,10,NA,NA,NA,NA,NA,NA
272420079,2007,1,regular,2007-08-30T23:00:00.000Z,FALSE,TRUE,FALSE,NA,NA,NA,79,Southern Illinois,MVFC,fcs,59,NA,NA,NA,2825,Quincy,NA,NA,14,NA,NA,NA,NA,NA,NA
272422415,2007,1,regular,2007-08-30T23:00:00.000Z,FALSE,FALSE,FALSE,NA,3762,Hughes Stadium,2415,Morgan State,MEAC,fcs,47,NA,NA,NA,2542,Savannah State,FCS Independents,fcs,7,NA,NA,NA,NA,NA,NA
272422038,2007,1,regular,2007-08-30T23:00:00.000Z,FALSE,TRUE,FALSE,NA,NA,NA,2038,Assumption,NA,NA,20,NA,NA,NA,2529,Sacred Heart,NEC,fcs,41,NA,NA,NA,NA,NA,NA
272420119,2007,1,regular,2007-08-30T23:00:00.000Z,FALSE,FALSE,FALSE,NA,3781,Johnny Unitas Stadium,119,Towson,CAA,fcs,20,NA,NA,NA,2115,Central Connecticut,NEC,fcs,10,NA,NA,NA,NA,NA,NA
272422534,2007,1,regular,2007-08-30T23:00:00.000Z,FALSE,FALSE,FALSE,NA,3647,Bowers Stadium,2534,Sam Houston State,Southland,fcs,17,NA,NA,NA,2025,Angelo State,NA,NA,13,NA,NA,NA,NA,NA,NA
272422433,2007,1,regular,2007-08-30T23:00:00.000Z,NA,FALSE,FALSE,22022,3817,Malone Stadium,2433,Louisiana Monroe,Sun Belt,fbs,17,NA,1371,1345,202,Tulsa,Conference USA,fbs,35,NA,1544,1570,NA,NA,NA
272420236,2007,1,regular,2007-08-30T23:00:00.000Z,FALSE,FALSE,FALSE,NA,3720,Finley Stadium,236,Chattanooga,Southern,fcs,17,NA,NA,NA,2105,Carson-Newman,NA,NA,29,NA,NA,NA,NA,NA,NA
272422197,2007,1,regular,2007-08-30T23:00:00.000Z,FALSE,FALSE,TRUE,NA,3858,O'Brien Stadium,2197,Eastern Illinois,OVC,fcs,45,NA,NA,NA,2635,Tennessee Tech,OVC,fcs,24,NA,NA,NA,NA,NA,NA
272422132,2007,1,regular,2007-08-30T23:00:00.000Z,FALSE,FALSE,FALSE,20223,3854,Nippert Stadium,2132,Cincinnati,Big East,fbs,59,NA,NA,NA,2546,Southeast Missouri State,OVC,fcs,3,NA,NA,NA,NA,NA,NA
272420164,2007,1,regular,2007-08-30T23:00:00.000Z,NA,FALSE,FALSE,43091,3754,High Point Solutions Stadium,164,Rutgers,Big East,fbs,38,NA,1678,1720,2084,Buffalo,Mid-American,fbs,3,NA,1222,1180,NA,NA,NA
272422050,2007,1,regular,2007-08-30T23:00:00.000Z,NA,FALSE,TRUE,7885,3919,Scheumann Stadium,2050,Ball State,Mid-American,fbs,13,NA,1443,1440,193,Miami (OH),Mid-American,fbs,14,NA,1399,1402,NA,NA,NA
272422710,2007,1,regular,2007-08-30T23:05:00.000Z,FALSE,FALSE,FALSE,NA,3746,Hanson Field,2710,Western Illinois,MVFC,fcs,29,NA,NA,NA,2571,South Dakota State,Great West,fcs,26,NA,NA,NA,NA,NA,NA
272422325,2007,1,regular,2007-08-30T23:30:00.000Z,FALSE,TRUE,FALSE,NA,NA,NA,2325,La Salle,Metro Atlantic Athletic,fcs,0,NA,NA,NA,2667,Ursinus,NA,NA,28,NA,NA,NA,NA,NA,NA
272422729,2007,1,regular,2007-08-30T23:30:00.000Z,FALSE,FALSE,TRUE,NA,3998,Zable Stadium,2729,William & Mary,CAA,fcs,31,NA,NA,NA,48,Delaware,CAA,fcs,49,NA,NA,NA,NA,NA,NA
272420097,2007,1,regular,2007-08-30T23:30:00.000Z,FALSE,FALSE,FALSE,0,3873,Papa John's Cardinal Stadium,97,Louisville,Big East,fbs,73,NA,NA,NA,93,Murray State,OVC,fcs,10,NA,NA,NA,NA,NA,NA
272422287,2007,1,regular,2007-08-30T23:30:00.000Z,FALSE,FALSE,FALSE,NA,3744,Hancock Stadium,2287,Illinois State,MVFC,fcs,24,NA,NA,NA,2181,Drake,Pioneer,fcs,27,NA,NA,NA,NA,NA,NA
272422535,2007,1,regular,2007-08-31T00:00:00.000Z,FALSE,FALSE,FALSE,NA,3925,Seibert Stadium,2535,Samford,OVC,fcs,23,NA,NA,NA,2695,West Alabama,NA,NA,21,NA,NA,NA,NA,NA,NA
272420344,2007,1,regular,2007-08-31T00:00:00.000Z,NA,FALSE,TRUE,50112,3693,Davis Wade Stadium,344,Mississippi State,SEC,fbs,0,NA,1404,1333,99,LSU,SEC,fbs,45,NA,1885,1956,NA,NA,NA
272420066,2007,1,regular,2007-08-31T00:00:00.000Z,NA,FALSE,FALSE,47313,3772,Jack Trice Stadium,66,Iowa State,Big 12,fbs,14,NA,1431,1404,2309,Kent State,Mid-American,fbs,23,NA,1334,1361,NA,NA,NA
272422623,2007,1,regular,2007-08-31T00:00:00.000Z,FALSE,FALSE,FALSE,NA,3878,Plaster Sports Complex,2623,Missouri State,MVFC,fcs,62,NA,NA,NA,2402,Missouri S&T,NA,NA,17,NA,NA,NA,NA,NA,NA
272420166,2007,1,regular,2007-08-31T00:00:00.000Z,FALSE,FALSE,FALSE,12682,3601,Aggie Memorial Stadium,166,New Mexico State,Western Athletic,fbs,35,NA,NA,NA,2545,Southeastern Louisiana,Southland,fcs,14,NA,NA,NA,NA,NA,NA
272422460,2007,1,regular,2007-08-31T00:05:00.000Z,FALSE,FALSE,FALSE,NA,3967,UNI-Dome,2460,Northern Iowa,MVFC,fcs,41,NA,NA,NA,2364,Minnesota State,NA,NA,14,NA,NA,NA,NA,NA,NA
272420328,2007,1,regular,2007-08-31T00:05:00.000Z,NA,FALSE,FALSE,15102,3905,Romney Stadium,328,Utah State,Western Athletic,fbs,16,NA,1078,1077,2439,UNLV,Mountain West,fbs,23,NA,1235,1236,NA,NA,NA
272422464,2007,1,regular,2007-08-31T01:05:00.000Z,FALSE,FALSE,FALSE,NA,2023,Walkup Skydome,2464,Northern Arizona,Big Sky,fcs,47,NA,NA,NA,2703,Western New Mexico,NA,NA,0,NA,NA,NA,NA,NA,NA
272420068,2007,1,regular,2007-08-31T01:05:00.000Z,FALSE,FALSE,FALSE,30278,3653,Albertsons Stadium,68,Boise State,Western Athletic,fbs,56,NA,NA,NA,2692,Weber State,Big Sky,fcs,7,NA,NA,NA,NA,NA,NA
272420204,2007,1,regular,2007-08-31T02:00:00.000Z,NA,FALSE,TRUE,40409,3893,Reser Stadium,204,Oregon State,Pac-10,fbs,24,NA,1578,1619,254,Utah,Mountain West,fbs,7,NA,1613,1572,NA,NA,NA
272432843,2007,1,regular,2007-08-31T23:00:00.000Z,FALSE,TRUE,FALSE,NA,NA,NA,2843,Western Connecticut State,NA,NA,7,NA,NA,NA,2681,Wagner,NEC,fcs,20,NA,NA,NA,NA,NA,NA
272430218,2007,1,regular,2007-08-31T23:30:00.000Z,NA,FALSE,FALSE,30368,3806,Lincoln Financial Field,218,Temple,Mid-American,fbs,19,NA,1091,1106,2426,Navy,FBS Independents,fbs,30,NA,1561,1546,NA,NA,NA
272430183,2007,1,regular,2007-09-01T00:00:00.000Z,NA,FALSE,FALSE,40329,1964,Carrier Dome,183,Syracuse,Big East,fbs,12,NA,1407,1327,264,Washington,Pac-10,fbs,42,NA,1441,1521,NA,NA,NA
272430331,2007,1,regular,2007-09-01T02:05:00.000Z,FALSE,FALSE,FALSE,NA,3906,Roos Field,331,Eastern Washington,Big Sky,fcs,52,NA,NA,NA,2701,Montana-Western,NA,NA,13,NA,NA,NA,NA,NA,NA
272440038,2007,1,regular,2007-09-01T16:00:00.000Z,NA,FALSE,FALSE,68133,NA,NA,38,Colorado,Big 12,fbs,31,NA,1511,1510,36,Colorado State,Mountain West,fbs,28,NA,1373,1374,NA,NA,NA
272440127,2007,1,regular,2007-09-01T16:00:00.000Z,NA,FALSE,FALSE,67796,3936,Spartan Stadium,127,Michigan State,Big Ten,fbs,55,NA,1481,1572,5,UAB,Conference USA,fbs,18,NA,1372,1281,NA,NA,NA
272440194,2007,1,regular,2007-09-01T16:00:00.000Z,FALSE,FALSE,FALSE,105038,3861,Ohio Stadium,194,Ohio State,Big Ten,fbs,38,NA,NA,NA,2754,Youngstown State,MVFC,fcs,6,NA,NA,NA,NA,NA,NA
272442390,2007,1,regular,2007-09-01T16:04:00.000Z,NA,FALSE,FALSE,39830,NA,NA,2390,Miami,ACC,fbs,31,NA,1609,1658,276,Marshall,Conference USA,fbs,3,NA,1402,1353,NA,NA,NA
272440259,2007,1,regular,2007-09-01T16:04:00.000Z,NA,FALSE,FALSE,66233,3799,Lane Stadium,259,Virginia Tech,ACC,fbs,17,NA,1769,1765,151,East Carolina,Conference USA,fbs,7,NA,1450,1454,NA,NA,NA
272440077,2007,1,regular,2007-09-01T16:07:00.000Z,FALSE,FALSE,FALSE,16199,3911,Ryan Field,77,Northwestern,Big Ten,fbs,27,NA,NA,NA,111,Northeastern,CAA,fcs,0,NA,NA,NA,NA,NA,NA
272440213,2007,1,regular,2007-09-01T16:07:00.000Z,NA,FALSE,FALSE,107678,3632,Beaver Stadium,213,Penn State,Big Ten,fbs,59,NA,1693,1797,2229,Florida International,Sun Belt,fbs,0,NA,1129,1025,NA,NA,NA
272440130,2007,1,regular,2007-09-01T16:07:00.000Z,FALSE,FALSE,FALSE,109218,3558,Michigan Stadium,130,Michigan,Big Ten,fbs,32,NA,1761,1737,2026,Appalachian State,Southern,fcs,34,NA,1407,1431,NA,NA,NA
272440057,2007,1,regular,2007-09-01T16:30:00.000Z,NA,FALSE,FALSE,90086,3634,Ben Hill Griffin Stadium,57,Florida,SEC,fbs,49,NA,1815,1900,98,Western Kentucky,FBS Independents,fbs,3,NA,1429,1344,NA,NA,NA
272442142,2007,1,regular,2007-09-01T17:00:00.000Z,FALSE,FALSE,FALSE,NA,3617,Andy Kerr Stadium,2142,Colgate,Patriot,fcs,13,NA,NA,NA,399,Albany,NEC,fcs,11,NA,NA,NA,NA,NA,NA
272442086,2007,1,regular,2007-09-01T17:00:00.000Z,FALSE,FALSE,FALSE,NA,3664,Butler Bowl,2086,Butler,Pioneer,fcs,42,NA,NA,NA,2790,Albion,NA,NA,14,NA,NA,NA,NA,NA,NA
272442523,2007,1,regular,2007-09-01T17:00:00.000Z,FALSE,FALSE,FALSE,NA,3777,Joe Walton Stadium,2523,Robert Morris,NEC,fcs,12,NA,NA,NA,2168,Dayton,Pioneer,fcs,23,NA,NA,NA,NA,NA,NA
272440113,2007,1,regular,2007-09-01T17:00:00.000Z,FALSE,TRUE,FALSE,NA,NA,NA,113,UMass,CAA,fcs,40,NA,NA,NA,107,Holy Cross,Patriot,fcs,30,NA,NA,NA,NA,NA,NA
