game_id,season,week,season_type,start_date,start_time_tbd,completed,neutral_site,conference_game,attendance,venue_id,venue,home_id,home_team,home_conference,home_division,home_points,home_post_win_prob,home_pregame_elo,home_postgame_elo,away_id,away_team,away_conference,away_division,away_points,away_post_win_prob,away_pregame_elo,away_postgame_elo,excitement_index,highlights,notes
262432117,2006,1,regular,2006-08-31T22:00:00.000Z,NA,TRUE,FALSE,FALSE,25418,3786,Kelly/Shorts Stadium,2117,Central Michigan,Mid-American,fbs,24,NA,1371,1380,103,Boston College,ACC,fbs,31,NA,1681,1672,NA,NA,NA
262432084,2006,1,regular,2006-08-31T23:00:00.000Z,NA,TRUE,FALSE,FALSE,29795,3965,UB Stadium,2084,Buffalo,Mid-American,fbs,9,NA,1170,1174,218,Temple,FBS Independents,fbs,3,NA,1113,1109,NA,NA,NA
262430202,2006,1,regular,2006-08-31T23:00:00.000Z,FALSE,TRUE,TRUE,FALSE,23308,NA,NA,202,Tulsa,Conference USA,fbs,45,NA,NA,NA,2617,Stephen F. Austin,Southland,fcs,7,NA,NA,NA,NA,NA,NA
262432393,2006,1,regular,2006-08-31T23:00:00.000Z,NA,TRUE,FALSE,TRUE,20058,3725,"Johnny Red"""" Floyd Stadium""""",2393,Middle Tennessee,Sun Belt,fbs,7,NA,1415,1412,2229,Florida International,Sun Belt,fbs,6,NA,1307,1310,NA,NA,NA
262430041,2006,1,regular,2006-08-31T23:30:00.000Z,FALSE,TRUE,FALSE,FALSE,36227,3892,Rentschler Field,41,Connecticut,Big East,fbs,52,NA,NA,NA,227,Rhode Island,Atlantic 10,fcs,7,NA,NA,NA,NA,NA,NA
262430193,2006,1,regular,2006-08-31T23:30:00.000Z,NA,TRUE,FALSE,FALSE,20476,3996,Yager Stadium,193,Miami (OH),Mid-American,fbs,3,NA,1576,1525,77,Northwestern,Big Ten,fbs,21,NA,1515,1566,NA,NA,NA
262432309,2006,1,regular,2006-08-31T23:30:00.000Z,NA,TRUE,FALSE,FALSE,20126,3696,Dix Stadium,2309,Kent State,Mid-American,fbs,0,NA,1263,1181,135,Minnesota,Big Ten,fbs,44,NA,1638,1720,NA,NA,NA
262432050,2006,1,regular,2006-08-31T23:30:00.000Z,NA,TRUE,FALSE,TRUE,12326,3919,Scheumann Stadium,2050,Ball State,Mid-American,fbs,38,NA,1258,1304,2199,Eastern Michigan,Mid-American,fbs,20,NA,1315,1269,NA,NA,NA
262430344,2006,1,regular,2006-09-01T00:00:00.000Z,NA,TRUE,FALSE,TRUE,50277,3693,Davis Wade Stadium,344,Mississippi State,SEC,fbs,0,NA,1369,1350,2579,South Carolina,SEC,fbs,15,NA,1536,1555,NA,NA,NA
262432433,2006,1,regular,2006-09-01T00:00:00.000Z,NA,TRUE,FALSE,FALSE,18106,3817,Malone Stadium,2433,Louisiana Monroe,Sun Belt,fbs,24,NA,NA,NA,2016,Alcorn State,SWAC,fcs,6,NA,NA,NA,NA,NA,NA
262430066,2006,1,regular,2006-09-01T00:00:00.000Z,NA,TRUE,FALSE,FALSE,42531,3772,Jack Trice Stadium,66,Iowa State,Big 12,fbs,45,NA,1659,1658,2649,Toledo,Mid-American,fbs,43,NA,1568,1569,NA,NA,NA
262430068,2006,1,regular,2006-09-01T01:00:00.000Z,FALSE,TRUE,FALSE,FALSE,29674,3653,Albertsons Stadium,68,Boise State,Western Athletic,fbs,45,NA,NA,NA,16,Sacramento State,Big Sky,fcs,0,NA,NA,NA,NA,NA,NA
262430166,2006,1,regular,2006-09-01T01:00:00.000Z,FALSE,TRUE,FALSE,FALSE,15561,3601,Aggie Memorial Stadium,166,New Mexico State,Western Athletic,fbs,30,NA,NA,NA,2545,Southeastern Louisiana,Southland,fcs,15,NA,NA,NA,NA,NA,NA
262430009,2006,1,regular,2006-09-01T02:00:00.000Z,FALSE,TRUE,FALSE,FALSE,53540,3947,Sun Devil Stadium,9,Arizona State,Pac-10,fbs,35,NA,NA,NA,2464,Northern Arizona,Big Sky,fcs,14,NA,NA,NA,NA,NA,NA
262430204,2006,1,regular,2006-09-01T02:00:00.000Z,FALSE,TRUE,FALSE,FALSE,38071,3893,Reser Stadium,204,Oregon State,Pac-10,fbs,56,NA,NA,NA,331,Eastern Washington,Big Sky,fcs,17,NA,NA,NA,NA,NA,NA
262430021,2006,1,regular,2006-09-01T02:30:00.000Z,NA,TRUE,FALSE,FALSE,34723,3932,Qualcomm Stadium,21,San Diego State,Mountain West,fbs,27,NA,1494,1476,2638,UTEP,Conference USA,fbs,34,NA,1437,1455,NA,NA,NA
262440278,2006,1,regular,2006-09-02T00:00:00.000Z,NA,TRUE,FALSE,TRUE,39269,3660,Bulldog Stadium,278,Fresno State,Western Athletic,fbs,28,NA,1691,1688,2440,Nevada,Western Athletic,fbs,19,NA,1416,1419,NA,NA,NA
262450130,2006,1,regular,2006-09-02T16:00:00.000Z,NA,TRUE,FALSE,FALSE,109668,3558,Michigan Stadium,130,Michigan,Big Ten,fbs,27,NA,1733,1751,238,Vanderbilt,SEC,fbs,7,NA,1445,1427,NA,NA,NA
262450127,2006,1,regular,2006-09-02T16:00:00.000Z,NA,TRUE,FALSE,FALSE,70711,3936,Spartan Stadium,127,Michigan State,Big Ten,fbs,27,NA,1600,1589,70,Idaho,Western Athletic,fbs,17,NA,1170,1181,NA,NA,NA
262450251,2006,1,regular,2006-09-02T16:00:00.000Z,NA,TRUE,FALSE,FALSE,85123,3910,Darrell K Royal-Texas Memorial Stadium,251,Texas,Big 12,fbs,56,NA,2105,2136,249,North Texas,Sun Belt,fbs,7,NA,1188,1157,NA,NA,NA
262452294,2006,1,regular,2006-09-02T16:03:00.000Z,FALSE,TRUE,FALSE,FALSE,70585,3793,Kinnick Stadium,2294,Iowa,Big Ten,fbs,41,NA,NA,NA,149,Montana,Big Sky,fcs,7,NA,NA,NA,NA,NA,NA
262450061,2006,1,regular,2006-09-02T16:30:00.000Z,FALSE,TRUE,FALSE,FALSE,92746,3917,Sanford Stadium,61,Georgia,SEC,fbs,48,NA,1796,1854,98,Western Kentucky,MVFC,fcs,12,NA,1452,1394,NA,NA,NA
262452509,2006,1,regular,2006-09-02T17:00:00.000Z,FALSE,TRUE,FALSE,FALSE,50108,3907,Ross-Ade Stadium,2509,Purdue,Big Ten,fbs,60,NA,NA,NA,282,Indiana State,MVFC,fcs,35,NA,NA,NA,NA,NA,NA
262450259,2006,1,regular,2006-09-02T17:30:00.000Z,FALSE,TRUE,FALSE,FALSE,66233,3799,Lane Stadium,259,Virginia Tech,ACC,fbs,38,NA,NA,NA,111,Northeastern,Atlantic 10,fcs,0,NA,NA,NA,NA,NA,NA
262450158,2006,1,regular,2006-09-02T19:30:00.000Z,NA,TRUE,FALSE,FALSE,85181,3834,Memorial Stadium,158,Nebraska,Big 12,fbs,49,NA,1581,1684,2348,Louisiana Tech,Western Athletic,fbs,10,NA,1507,1404,NA,NA,NA
262450264,2006,1,regular,2006-09-02T19:30:00.000Z,NA,TRUE,FALSE,FALSE,52256,3765,Husky Stadium,264,Washington,Pac-10,fbs,35,NA,1443,1441,23,San José State,Western Athletic,fbs,29,NA,1256,1258,NA,NA,NA
262450038,2006,1,regular,2006-09-02T19:30:00.000Z,FALSE,TRUE,FALSE,FALSE,45513,3726,Folsom Field,38,Colorado,Big 12,fbs,10,NA,NA,NA,147,Montana State,Big Sky,fcs,19,NA,NA,NA,NA,NA,NA
262450153,2006,1,regular,2006-09-02T19:30:00.000Z,NA,TRUE,FALSE,FALSE,50000,3787,Kenan Memorial Stadium,153,North Carolina,ACC,fbs,16,NA,1458,1452,164,Rutgers,Big East,fbs,21,NA,1501,1507,NA,NA,NA
262450213,2006,1,regular,2006-09-02T19:30:00.000Z,NA,TRUE,FALSE,FALSE,106505,3632,Beaver Stadium,213,Penn State,Big Ten,fbs,34,NA,1783,1791,2006,Akron,Mid-American,fbs,16,NA,1429,1421,NA,NA,NA
262450228,2006,1,regular,2006-09-02T19:30:00.000Z,NA,TRUE,FALSE,FALSE,77000,3836,Memorial Stadium,228,Clemson,ACC,fbs,54,NA,1664,1740,2226,Florida Atlantic,Sun Belt,fbs,6,NA,1159,1083,NA,NA,NA
262450277,2006,1,regular,2006-09-02T19:30:00.000Z,NA,TRUE,FALSE,FALSE,61077,3842,Mountaineer Field at Milan Puskar Stadium,277,West Virginia,Big East,fbs,42,NA,1774,1815,276,Marshall,Conference USA,fbs,10,NA,1382,1341,NA,NA,NA
262452483,2006,1,regular,2006-09-02T19:30:00.000Z,NA,TRUE,FALSE,TRUE,58450,3626,Autzen Stadium,2483,Oregon,Pac-10,fbs,48,NA,1688,1770,24,Stanford,Pac-10,fbs,10,NA,1489,1407,NA,NA,NA
262450194,2006,1,regular,2006-09-02T19:30:00.000Z,NA,TRUE,FALSE,FALSE,103896,3861,Ohio Stadium,194,Ohio State,Big Ten,fbs,35,NA,1841,1870,2459,Northern Illinois,Mid-American,fbs,12,NA,1581,1552,NA,NA,NA
262452751,2006,1,regular,2006-09-02T20:30:00.000Z,NA,TRUE,FALSE,FALSE,18531,NA,NA,2751,Wyoming,Mountain West,fbs,38,NA,1445,1505,328,Utah State,Western Athletic,fbs,7,NA,1253,1193,NA,NA,NA
262450036,2006,1,regular,2006-09-02T21:00:00.000Z,FALSE,TRUE,TRUE,FALSE,28801,3761,Sonny Lubick Field at Hughes Stadium,36,Colorado State,Mountain West,fbs,30,NA,NA,NA,2692,Weber State,Big Sky,fcs,6,NA,NA,NA,NA,NA,NA
262452426,2006,1,regular,2006-09-02T21:30:00.000Z,NA,TRUE,FALSE,FALSE,33809,3852,Navy-Marine Corps Memorial Stadium,2426,Navy,FBS Independents,fbs,28,NA,1568,1563,151,East Carolina,Conference USA,fbs,23,NA,1309,1314,NA,NA,NA
262452633,2006,1,regular,2006-09-02T21:30:00.000Z,NA,TRUE,FALSE,FALSE,106009,3853,Neyland Stadium,2633,Tennessee,SEC,fbs,35,NA,1591,1641,25,California,Pac-10,fbs,18,NA,1715,1665,NA,NA,NA
262450152,2006,1,regular,2006-09-02T22:00:00.000Z,FALSE,TRUE,FALSE,FALSE,57583,3670,Carter-Finley Stadium,152,NC State,ACC,fbs,23,NA,1573,1582,2026,Appalachian State,Southern,fcs,10,NA,1369,1360,NA,NA,NA
262450057,2006,1,regular,2006-09-02T22:00:00.000Z,NA,TRUE,FALSE,FALSE,90043,3634,Ben Hill Griffin Stadium,57,Florida,SEC,fbs,34,NA,1703,1751,2572,Southern Mississippi,Conference USA,fbs,7,NA,1517,1469,NA,NA,NA
262450084,2006,1,regular,2006-09-02T22:00:00.000Z,NA,TRUE,FALSE,FALSE,30733,3830,Memorial Stadium,84,Indiana,Big Ten,fbs,39,NA,1363,1410,2711,Western Michigan,Mid-American,fbs,20,NA,1395,1348,NA,NA,NA
262450120,2006,1,regular,2006-09-02T22:00:00.000Z,FALSE,TRUE,FALSE,FALSE,49763,3665,Maryland Stadium,120,Maryland,ACC,fbs,27,NA,NA,NA,2729,William & Mary,Atlantic 10,fcs,14,NA,NA,NA,NA,NA,NA
