"game_id","season","week","season_type","start_date","start_time_tbd","neutral_site","conference_game","attendance","venue_id","venue","home_id","home_team","home_conference","home_points","home_post_win_prob","away_id","away_team","away_conference","away_points","away_post_win_prob","excitement_index"
292462309,2009,1,"regular","2009-09-03T19:00:00.000Z",NA,FALSE,FALSE,0,3696,"Dix Stadium",2309,"Kent State","Mid-American",18,NA,324,"Coastal Carolina",NA,0,NA,NA
292460152,2009,1,"regular","2009-09-03T19:00:00.000Z",NA,FALSE,FALSE,0,3670,"Carter-Finley Stadium",152,"NC State","ACC",3,NA,2579,"South Carolina","SEC",7,NA,NA
292460189,2009,1,"regular","2009-09-03T19:00:00.000Z",NA,FALSE,FALSE,0,3700,"Doyt Perry Stadium",189,"Bowling Green","Mid-American",31,NA,2653,"Troy","Sun Belt",14,NA,NA
292460218,2009,1,"regular","2009-09-03T19:00:00.000Z",NA,FALSE,FALSE,0,3806,"Lincoln Financial Field",218,"Temple","Mid-American",24,NA,222,"Villanova",NA,27,NA,NA
292462050,2009,1,"regular","2009-09-03T19:30:00.000Z",NA,FALSE,FALSE,0,3919,"Scheumann Stadium",2050,"Ball State","Mid-American",10,NA,249,"North Texas","Sun Belt",20,NA,NA
292460084,2009,1,"regular","2009-09-03T20:00:00.000Z",NA,FALSE,FALSE,0,3830,"Memorial Stadium",84,"Indiana","Big Ten",19,NA,2198,"Eastern Kentucky",NA,13,NA,NA
292460066,2009,1,"regular","2009-09-03T20:00:00.000Z",NA,FALSE,FALSE,0,3772,"Jack Trice Stadium",66,"Iowa State","Big 12",34,NA,2449,"North Dakota State",NA,17,NA,NA
292460254,2009,1,"regular","2009-09-03T21:00:00.000Z",NA,FALSE,FALSE,0,587,"Rice-Eccles Stadium",254,"Utah","Mountain West",35,NA,328,"Utah State","Western Athletic",17,NA,NA
292460068,2009,1,"regular","2009-09-03T22:15:00.000Z",NA,FALSE,FALSE,0,3653,"Albertsons Stadium",68,"Boise State","Western Athletic",19,NA,2483,"Oregon","Pac-10",8,NA,NA
292472655,2009,1,"regular","2009-09-04T20:00:00.000Z",NA,FALSE,TRUE,0,3493,"Mercedes-Benz Superdome",2655,"Tulane","Conference USA",13,NA,202,"Tulsa","Conference USA",37,NA,NA
292480062,2009,1,"regular","2009-09-05T01:05:00.000Z",NA,FALSE,FALSE,0,3610,"Aloha Stadium",62,"Hawai'i","Western Athletic",25,NA,2110,"Central Arkansas",NA,20,NA,NA
292482509,2009,1,"regular","2009-09-05T12:00:00.000Z",NA,FALSE,FALSE,0,3907,"Ross-Ade Stadium",2509,"Purdue","Big Ten",52,NA,2649,"Toledo","Mid-American",31,NA,NA
292480277,2009,1,"regular","2009-09-05T12:00:00.000Z",NA,FALSE,FALSE,0,NA,NA,277,"West Virginia","Big East",33,NA,2335,"Liberty",NA,20,NA,NA
292480193,2009,1,"regular","2009-09-05T12:00:00.000Z",NA,FALSE,FALSE,0,NA,NA,193,"Miami (OH)","Mid-American",0,NA,96,"Kentucky","SEC",42,NA,NA
292480183,2009,1,"regular","2009-09-05T12:00:00.000Z",NA,FALSE,FALSE,0,1964,"Carrier Dome",183,"Syracuse","Big East",20,NA,135,"Minnesota","Big Ten",23,NA,NA
292480151,2009,1,"regular","2009-09-05T12:00:00.000Z",NA,FALSE,FALSE,0,3699,"Dowdy-Ficklen Stadium",151,"East Carolina","Conference USA",29,NA,2026,"Appalachian State",NA,24,NA,NA
292480194,2009,1,"regular","2009-09-05T12:00:00.000Z",NA,FALSE,FALSE,0,3861,"Ohio Stadium",194,"Ohio State","Big Ten",31,NA,2426,"Navy","FBS Independents",27,NA,NA
292480213,2009,1,"regular","2009-09-05T12:00:00.000Z",NA,FALSE,FALSE,0,3632,"Beaver Stadium",213,"Penn State","Big Ten",31,NA,2006,"Akron","Mid-American",7,NA,NA
292480127,2009,1,"regular","2009-09-05T12:00:00.000Z",NA,FALSE,FALSE,0,3936,"Spartan Stadium",127,"Michigan State","Big Ten",44,NA,147,"Montana State",NA,3,NA,NA
292480077,2009,1,"regular","2009-09-05T12:00:00.000Z",NA,FALSE,FALSE,0,3911,"Ryan Field",77,"Northwestern","Big Ten",47,NA,119,"Towson",NA,14,NA,NA
292482294,2009,1,"regular","2009-09-05T12:05:00.000Z",NA,FALSE,FALSE,0,3793,"Kinnick Stadium",2294,"Iowa","Big Ten",17,NA,2460,"Northern Iowa",NA,16,NA,NA
292482633,2009,1,"regular","2009-09-05T12:21:00.000Z",NA,FALSE,FALSE,0,3853,"Neyland Stadium",2633,"Tennessee","SEC",63,NA,98,"Western Kentucky","Sun Belt",7,NA,NA
292480059,2009,1,"regular","2009-09-05T13:00:00.000Z",NA,FALSE,FALSE,0,721,"Bobby Dodd Stadium at Historic Grant Field",59,"Georgia Tech","ACC",37,NA,55,"Jacksonville State",NA,17,NA,NA
292480221,2009,1,"regular","2009-09-05T13:00:00.000Z",NA,FALSE,FALSE,0,3752,"Heinz Field",221,"Pittsburgh","Big East",38,NA,2754,"Youngstown State",NA,3,NA,NA
292480103,2009,1,"regular","2009-09-05T14:00:00.000Z",NA,FALSE,FALSE,0,3615,"Alumni Stadium",103,"Boston College","ACC",54,NA,111,"Northeastern",NA,0,NA,NA
292482005,2009,1,"regular","2009-09-05T14:00:00.000Z",NA,FALSE,FALSE,0,3713,"Falcon Stadium",2005,"Air Force","Mountain West",72,NA,2447,"Nicholls",NA,0,NA,NA
