game_id,season,week,season_type,start_date,start_time_tbd,completed,neutral_site,conference_game,attendance,venue_id,venue,home_id,home_team,home_conference,home_division,home_points,home_post_win_prob,home_pregame_elo,home_postgame_elo,away_id,away_team,away_conference,away_division,away_points,away_post_win_prob,away_pregame_elo,away_postgame_elo,excitement_index,highlights,notes
401238035,2020,1,regular,2020-09-04T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,12716,3803,Legion Field,5,UAB,Conference USA,fbs,45,0.9980808803854844,NA,NA,2110,Central Arkansas,Southland,fcs,35,0.0019191196145156297,NA,NA,2.226002,https://www.youtube.com/watch?v=aBwb65AoLmQ,NA
401207101,2020,1,regular,2020-09-04T01:00:00.000Z,FALSE,TRUE,FALSE,FALSE,NA,3815,M. M. Roberts Stadium,2572,Southern Mississippi,Conference USA,fbs,21,0.2697391538586161,1451,1406,6,South Alabama,Sun Belt,fbs,32,0.730260846141384,1227,1272,5.586950,https://www.youtube.com/watch?v=XzIoo20mNEo,NA
401237353,2020,1,regular,2020-09-05T17:00:00.000Z,FALSE,TRUE,FALSE,FALSE,12001,3775,Joan C. Edwards Stadium,276,Marshall,Conference USA,fbs,59,0.9989357690026515,NA,NA,2198,Eastern Kentucky,OVC,fcs,0,0.0010642309973485364,NA,NA,1.1456028928,https://www.youtube.com/watch?v=TBf5sm0SvaE,NA
401235700,2020,1,regular,2020-09-05T17:30:00.000Z,FALSE,TRUE,FALSE,FALSE,5249,3841,Blaik Field at Michie Stadium,349,Army,FBS Independents,fbs,42,0.9989401671285846,1495,1610,2393,Middle Tennessee,Conference USA,fbs,0,0.0010598328714154226,1429,1314,2.4709131227,https://www.youtube.com/watch?v=FdOHH54jzW4,NA
401212484,2020,1,regular,2020-09-05T20:30:00.000Z,FALSE,TRUE,FALSE,FALSE,7500,3644,Jim Wacker Field at Bobcat Stadium,326,Texas State,Sun Belt,fbs,24,0.046385495576733625,1193,1206,2567,SMU,American Athletic,fbs,31,0.9536145044232663,1557,1544,3.2882211247,https://www.youtube.com/watch?v=DV-qRe8YnqI,NA
401207098,2020,1,regular,2020-09-05T23:30:00.000Z,FALSE,TRUE,FALSE,FALSE,7611,3825,Apogee Stadium,249,North Texas,Conference USA,fbs,57,0.9987933449462078,NA,NA,2277,Houston Christian,Southland,fcs,31,0.0012066550537922494,NA,NA,1.6443047117,https://www.youtube.com/watch?v=MRNGDI4smi0,NA
401212553,2020,1,regular,2020-09-06T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,4537,3805,Liberty Bowl Memorial Stadium,235,Memphis,American Athletic,fbs,37,0.9459042390318004,1698,1702,2032,Arkansas State,Sun Belt,fbs,24,0.05409576096819957,1431,1427,3.8455083297,https://www.youtube.com/watch?v=icu9T9MZt9c,NA
401239884,2020,1,regular,2020-09-06T01:00:00.000Z,FALSE,TRUE,FALSE,FALSE,6047,3946,Sun Bowl Stadium,2638,UTEP,Conference USA,fbs,24,0.8965660017910269,NA,NA,2617,Stephen F. Austin,Southland,fcs,14,0.10343399820897314,NA,NA,6.5100446640,https://www.youtube.com/watch?v=oPjntxHEzkw,NA
401234576,2020,1,regular,2020-09-08T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3852,Navy-Marine Corps Memorial Stadium,2426,Navy,American Athletic,fbs,3,0.00034217162665634487,1625,1438,252,BYU,FBS Independents,fbs,55,0.9996578283733436,1513,1700,1.7226811047,https://www.youtube.com/watch?v=4SIzQoVuVI0,NA
401234559,2020,2,regular,2020-09-11T00:00:00.000Z,FALSE,TRUE,FALSE,FALSE,8153,3948,Hard Rock Stadium,2390,Miami,ACC,fbs,31,0.9978418110459198,1528,1553,5,UAB,Conference USA,fbs,14,0.0021581889540801535,1399,1374,3.6867926170,https://www.youtube.com/watch?v=Lj96EKcMjp0,NA
401236081,2020,2,regular,2020-09-12T16:00:00.000Z,FALSE,TRUE,FALSE,FALSE,0,3792,Kidd Brewer Stadium,2026,Appalachian State,Sun Belt,fbs,35,0.9989405610212495,1696,1700,2429,Charlotte,Conference USA,fbs,20,0.0010594389787504932,1377,1373,5.0994058158,https://www.youtube.com/watch?v=f3psS2pd7iQ,NA
401234565,2020,2,regular,2020-09-12T16:00:00.000Z,FALSE,TRUE,FALSE,TRUE,0,3787,Kenan Memorial Stadium,153,North Carolina,ACC,fbs,31,0.998956190979728,1615,1663,183,Syracuse,ACC,fbs,6,0.001043809020272013,1481,1433,3.2978536983,https://www.youtube.com/watch?v=BntiqPvE4_4,NA
