game_id,season,week,season_type,start_date,start_time_tbd,neutral_site,conference_game,attendance,venue_id,venue,home_id,home_team,home_conference,home_points,home_post_win_prob,home_pregame_elo,home_postgame_elo,away_id,away_team,away_conference,away_points,away_post_win_prob,away_pregame_elo,away_postgame_elo,excitement_index,highlights,notes
222432005,2002,2,regular,2002-08-31T16:00:00.000Z,NA,FALSE,TRUE,45114,3713,Falcon Stadium,2005,Air Force,Mountain West,52,NA,1389,1545,77,Northwestern,Big Ten,3,NA,1417,1261,NA,NA,NA
222430103,2002,2,regular,2002-08-31T16:00:00.000Z,NA,FALSE,FALSE,40066,3615,Alumni Stadium,103,Boston College,Big East,24,NA,1644,1628,41,Connecticut,FBS Independents,16,NA,1142,1158,NA,NA,NA
222430130,2002,2,regular,2002-08-31T16:00:00.000Z,NA,FALSE,TRUE,111491,3558,Michigan Stadium,130,Michigan,Big Ten,31,NA,1698,1697,264,Washington,Pac-10,29,NA,1565,1566,NA,NA,NA
222432294,2002,2,regular,2002-08-31T16:00:00.000Z,NA,FALSE,FALSE,51495,3793,Kinnick Stadium,2294,Iowa,Big Ten,57,NA,1659,1728,2006,Akron,Mid-American,21,NA,1408,1339,NA,NA,NA
222430213,2002,2,regular,2002-08-31T16:10:00.000Z,NA,FALSE,FALSE,0,3632,Beaver Stadium,213,Penn State,Big Ten,27,NA,1579,1581,2116,UCF,Mid-American,24,NA,1664,1662,NA,NA,NA
222430066,2002,2,regular,2002-08-31T16:30:00.000Z,NA,FALSE,TRUE,40026,3772,Jack Trice Stadium,66,Iowa State,Big 12,45,NA,1560,1643,2305,Kansas,Big 12,3,NA,1261,1178,NA,NA,NA
222430333,2002,2,regular,2002-08-31T16:30:00.000Z,NA,FALSE,FALSE,80091,3657,Bryant Denny Stadium,333,Alabama,SEC,39,NA,1672,1672,2393,Middle Tennessee,Sun Belt,34,NA,1546,1546,NA,NA,NA
222430038,2002,2,regular,2002-08-31T17:00:00.000Z,NA,FALSE,FALSE,75531,NA,NA,38,Colorado,Big 12,14,NA,1695,1677,36,Colorado State,Mountain West,19,NA,1562,1580,NA,NA,NA
222430153,2002,2,regular,2002-08-31T17:30:00.000Z,NA,FALSE,FALSE,38000,3787,Kenan Memorial Stadium,153,North Carolina,ACC,21,NA,1643,1619,193,Miami (OH),Mid-American,27,NA,1473,1497,NA,NA,NA
222432509,2002,2,regular,2002-08-31T18:00:00.000Z,NA,FALSE,FALSE,47701,3907,Ross-Ade Stadium,2509,Purdue,Big Ten,51,NA,NA,NA,2287,Illinois State,NA,10,NA,NA,NA,NA,NA,NA
222430265,2002,2,regular,2002-08-31T19:00:00.000Z,NA,FALSE,FALSE,63588,3820,Martin Stadium,265,Washington State,Pac-10,31,NA,1626,1643,2440,Nevada,Western Athletic,7,NA,1217,1200,NA,NA,NA
222430052,2002,2,regular,2002-08-31T19:30:00.000Z,NA,FALSE,TRUE,79406,3697,Bobby Bowden Field at Doak Campbell Stadium,52,Florida State,ACC,40,NA,1765,1782,258,Virginia,ACC,19,NA,1430,1413,NA,NA,NA
222430356,2002,2,regular,2002-08-31T19:30:00.000Z,NA,FALSE,FALSE,61876,NA,NA,356,Illinois,Big Ten,20,NA,1659,1601,142,Missouri,Big 12,33,NA,1381,1439,NA,NA,NA
222430025,2002,2,regular,2002-08-31T19:30:00.000Z,NA,FALSE,FALSE,27185,3831,California Memorial Stadium,25,California,Pac-10,70,NA,1272,1412,239,Baylor,Big 12,22,NA,1225,1085,NA,NA,NA
222430127,2002,2,regular,2002-08-31T19:30:00.000Z,NA,FALSE,FALSE,73927,3936,Spartan Stadium,127,Michigan State,Big Ten,56,NA,1655,1741,2199,Eastern Michigan,Mid-American,7,NA,1203,1117,NA,NA,NA
222432655,2002,2,regular,2002-08-31T19:30:00.000Z,NA,FALSE,FALSE,0,3493,Mercedes-Benz Superdome,2655,Tulane,Conference USA,37,NA,NA,NA,2582,Southern,NA,19,NA,NA,NA,NA,NA,NA
222430084,2002,2,regular,2002-08-31T21:00:00.000Z,NA,FALSE,TRUE,33427,3830,Memorial Stadium,84,Indiana,Big Ten,25,NA,NA,NA,2729,William & Mary,NA,17,NA,NA,NA,NA,NA,NA
222432633,2002,2,regular,2002-08-31T21:30:00.000Z,NA,FALSE,FALSE,67221,3810,Nissan Stadium,2633,Tennessee,SEC,47,NA,1791,1838,2751,Wyoming,Mountain West,7,NA,1245,1198,NA,NA,NA
222430057,2002,2,regular,2002-08-31T22:00:00.000Z,NA,FALSE,FALSE,85575,NA,NA,57,Florida,SEC,51,NA,2007,2087,5,UAB,Conference USA,3,NA,1537,1457,NA,NA,NA
222430150,2002,2,regular,2002-08-31T22:00:00.000Z,NA,FALSE,TRUE,23276,3982,Wallace Wade Stadium,150,Duke,ACC,23,NA,1176,1213,151,East Carolina,Conference USA,16,NA,1610,1573,NA,NA,NA
222432483,2002,2,regular,2002-08-31T22:00:00.000Z,NA,FALSE,FALSE,56386,3626,Autzen Stadium,2483,Oregon,Pac-10,36,NA,1763,1788,344,Mississippi State,SEC,13,NA,1461,1436,NA,NA,NA
222430059,2002,2,regular,2002-08-31T22:00:00.000Z,NA,FALSE,FALSE,43719,721,Bobby Dodd Stadium at Historic Grant Field,59,Georgia Tech,ACC,45,NA,1668,1742,238,Vanderbilt,SEC,3,NA,1299,1225,NA,NA,NA
222430277,2002,2,regular,2002-08-31T22:00:00.000Z,NA,FALSE,FALSE,54455,3842,Mountaineer Field at Milan Puskar Stadium,277,West Virginia,Big East,56,NA,NA,NA,236,Chattanooga,NA,7,NA,NA,NA,NA,NA,NA
222430152,2002,2,regular,2002-08-31T23:00:00.000Z,NA,FALSE,FALSE,42507,3670,Carter-Finley Stadium,152,NC State,ACC,34,NA,NA,NA,2193,East Tennessee State,NA,0,NA,NA,NA,NA,NA,NA
222430164,2002,2,regular,2002-08-31T23:00:00.000Z,NA,FALSE,FALSE,20911,3754,High Point Solutions Stadium,164,Rutgers,Big East,19,NA,NA,NA,222,Villanova,NA,37,NA,NA,NA,NA,NA,NA
222432572,2002,2,regular,2002-08-31T23:00:00.000Z,NA,FALSE,FALSE,35169,3815,M. M. Roberts Stadium,2572,Southern Mississippi,Conference USA,55,NA,NA,NA,2296,Jackson State,NA,7,NA,NA,NA,NA,NA,NA
222430276,2002,2,regular,2002-08-31T23:00:00.000Z,NA,FALSE,FALSE,31042,3775,Joan C. Edwards Stadium,276,Marshall,Mid-American,50,NA,1598,1674,2026,Appalachian State,NA,17,NA,1479,1403,NA,NA,NA
222430135,2002,2,regular,2002-08-31T23:00:00.000Z,NA,FALSE,FALSE,32209,NA,NA,135,Minnesota,Big Ten,42,NA,1532,1638,326,Texas State,NA,0,NA,1404,1298,NA,NA,NA
222432390,2002,2,regular,2002-08-31T23:00:00.000Z,NA,FALSE,FALSE,68548,NA,NA,2390,Miami,Big East,63,NA,NA,NA,50,Florida A&M,NA,17,NA,NA,NA,NA,NA,NA
222430145,2002,2,regular,2002-08-31T23:00:00.000Z,NA,FALSE,FALSE,58151,3974,Vaught-Hemingway Stadium,145,Ole Miss,SEC,31,NA,1552,1575,2433,Louisiana Monroe,Sun Belt,3,NA,1099,1076,NA,NA,NA
222430158,2002,2,regular,2002-08-31T23:00:00.000Z,NA,FALSE,FALSE,77831,3834,Memorial Stadium,158,Nebraska,Big 12,31,NA,1900,1893,2653,Troy,FBS Independents,16,NA,1425,1432,NA,NA,NA
222432579,2002,2,regular,2002-08-31T23:00:00.000Z,NA,FALSE,FALSE,83717,3994,Williams-Brice Stadium,2579,South Carolina,SEC,34,NA,1649,1640,166,New Mexico State,Sun Belt,24,NA,1260,1269,NA,NA,NA
222432032,2002,2,regular,2002-08-31T23:00:00.000Z,NA,FALSE,FALSE,0,NA,NA,2032,Arkansas State,Sun Belt,14,NA,1028,1007,23,San José State,Western Athletic,33,NA,1279,1300,NA,NA,NA
222430221,2002,2,regular,2002-08-31T23:00:00.000Z,NA,FALSE,FALSE,41579,3752,Heinz Field,221,Pittsburgh,Big East,27,NA,1627,1627,195,Ohio,Mid-American,14,NA,1297,1297,NA,NA,NA
222430245,2002,2,regular,2002-08-31T23:00:00.000Z,NA,FALSE,FALSE,75087,3795,Kyle Field,245,Texas A&M,Big 12,31,NA,1643,1657,309,Louisiana,Sun Belt,7,NA,1195,1181,NA,NA,NA
222432306,2002,2,regular,2002-08-31T23:10:00.000Z,NA,FALSE,FALSE,45844,3636,Bill Snyder Family Football Stadium,2306,Kansas State,Big 12,48,NA,1752,1843,98,Western Kentucky,NA,3,NA,1443,1352,NA,NA,NA
222430061,2002,2,regular,2002-08-31T23:45:00.000Z,NA,FALSE,FALSE,86520,3917,Sanford Stadium,61,Georgia,SEC,31,NA,1678,1678,228,Clemson,ACC,28,NA,1573,1573,NA,NA,NA
222430235,2002,2,regular,2002-09-01T00:00:00.000Z,NA,FALSE,FALSE,29694,3805,Liberty Bowl Memorial Stadium,235,Memphis,Conference USA,52,NA,NA,NA,93,Murray State,NA,6,NA,NA,NA,NA,NA,NA
222430120,2002,2,regular,2002-09-01T00:00:00.000Z,NA,FALSE,FALSE,72903,NA,NA,120,Maryland,ACC,0,NA,1655,1589,87,Notre Dame,FBS Independents,22,NA,1583,1649,NA,NA,NA
222430251,2002,2,regular,2002-09-01T00:00:00.000Z,NA,FALSE,FALSE,83051,3910,Darrell K Royal-Texas Memorial Stadium,251,Texas,Big 12,27,NA,1872,1889,249,North Texas,Sun Belt,0,NA,1377,1360,NA,NA,NA
222432567,2002,2,regular,2002-09-01T00:00:00.000Z,NA,FALSE,FALSE,0,3735,Gerald J. Ford Stadium,2567,SMU,Western Athletic,7,NA,1325,1226,2426,Navy,FBS Independents,38,NA,1243,1342,NA,NA,NA
222430242,2002,2,regular,2002-09-01T00:00:00.000Z,NA,FALSE,FALSE,30747,3895,Rice Stadium,242,Rice,Western Athletic,10,NA,1406,1355,248,Houston,Conference USA,24,NA,1228,1279,NA,NA,NA
222432348,2002,2,regular,2002-09-01T00:00:00.000Z,NA,FALSE,FALSE,31391,NA,NA,2348,Louisiana Tech,Western Athletic,39,NA,1407,1409,197,Oklahoma State,Big 12,36,NA,1457,1455,NA,NA,NA
222430068,2002,2,regular,2002-09-01T00:05:00.000Z,NA,FALSE,FALSE,30878,3653,Albertsons Stadium,68,Boise State,Western Athletic,38,NA,1654,1652,70,Idaho,Sun Belt,21,NA,1198,1200,NA,NA,NA
222430167,2002,2,regular,2002-09-01T00:05:00.000Z,NA,FALSE,FALSE,35765,3971,University Stadium,167,New Mexico,Mountain West,38,NA,NA,NA,2692,Weber State,NA,24,NA,NA,NA,NA,NA,NA
222432439,2002,2,regular,2002-09-01T00:45:00.000Z,NA,FALSE,TRUE,42075,3914,Sam Boyd Stadium,2439,UNLV,Mountain West,7,NA,1513,1465,275,Wisconsin,Big Ten,27,NA,1534,1582,NA,NA,NA
222430328,2002,2,regular,2002-09-01T01:05:00.000Z,NA,FALSE,FALSE,30757,3905,Romney Stadium,328,Utah State,FBS Independents,3,NA,1306,1292,254,Utah,Mountain West,23,NA,1657,1671,NA,NA,NA
222432638,2002,2,regular,2002-09-01T01:05:00.000Z,NA,FALSE,FALSE,35036,3946,Sun Bowl Stadium,2638,UTEP,Western Athletic,42,NA,NA,NA,16,Sacramento State,NA,12,NA,NA,NA,NA,NA,NA
222430009,2002,2,regular,2002-09-01T02:00:00.000Z,NA,FALSE,FALSE,39581,3947,Sun Devil Stadium,9,Arizona State,Pac-10,38,NA,NA,NA,331,Eastern Washington,NA,2,NA,NA,NA,NA,NA,NA
222430012,2002,2,regular,2002-09-01T02:07:00.000Z,NA,FALSE,FALSE,48446,3619,Arizona Stadium,12,Arizona,Pac-10,37,NA,NA,NA,2464,Northern Arizona,NA,3,NA,NA,NA,NA,NA,NA
222430062,2002,2,regular,2002-09-01T03:05:00.000Z,NA,FALSE,FALSE,39958,3610,Aloha Stadium,62,Hawai'i,Western Athletic,61,NA,NA,NA,2197,Eastern Illinois,NA,36,NA,NA,NA,NA,NA,NA
222440259,2002,2,regular,2002-09-01T18:30:00.000Z,NA,FALSE,FALSE,65049,3799,Lane Stadium,259,Virginia Tech,Big East,26,NA,1815,1845,99,LSU,SEC,8,NA,1710,1680,NA,NA,NA
222440097,2002,2,regular,2002-09-01T22:00:00.000Z,NA,FALSE,FALSE,42660,3873,Papa John's Cardinal Stadium,97,Louisville,Conference USA,17,NA,1671,1644,96,Kentucky,SEC,22,NA,1420,1447,NA,NA,NA
222452132,2002,2,regular,2002-09-02T20:30:00.000Z,NA,FALSE,TRUE,25518,3854,Nippert Stadium,2132,Cincinnati,Conference USA,36,NA,1511,1523,2628,TCU,Conference USA,29,NA,1553,1541,NA,NA,NA
222450030,2002,2,regular,2002-09-03T00:00:00.000Z,NA,FALSE,FALSE,63269,477,Los Angeles Memorial Coliseum,30,USC,Pac-10,24,NA,1675,1675,2,Auburn,SEC,17,NA,1503,1503,NA,NA,NA
222480218,2002,3,regular,2002-09-05T23:00:00.000Z,NA,FALSE,FALSE,20162,3730,Franklin Field,218,Temple,Big East,3,NA,1408,1345,204,Oregon State,Pac-10,35,NA,1624,1687,NA,NA,NA
222490252,2002,3,regular,2002-09-06T23:00:00.000Z,NA,FALSE,FALSE,63085,3801,LaVell Edwards Stadium,252,BYU,Mountain West,35,NA,1665,1666,62,Hawai'i,Western Athletic,32,NA,1629,1628,NA,NA,NA
222500041,2002,3,regular,2002-09-07T16:00:00.000Z,NA,FALSE,FALSE,16751,NA,NA,41,Connecticut,FBS Independents,14,NA,1158,1171,59,Georgia Tech,ACC,31,NA,1742,1729,NA,NA,NA
222500221,2002,3,regular,2002-09-07T16:00:00.000Z,NA,FALSE,FALSE,45489,3752,Heinz Field,221,Pittsburgh,Big East,12,NA,1627,1626,245,Texas A&M,Big 12,14,NA,1657,1658,NA,NA,NA
222502426,2002,3,regular,2002-09-07T16:00:00.000Z,NA,FALSE,FALSE,29613,3852,Navy-Marine Corps Memorial Stadium,2426,Navy,FBS Independents,19,NA,1342,1240,152,NC State,ACC,65,NA,1618,1720,NA,NA,NA
222502572,2002,3,regular,2002-09-07T16:00:00.000Z,NA,FALSE,TRUE,22183,3815,M. M. Roberts Stadium,2572,Southern Mississippi,Conference USA,23,NA,1657,1657,356,Illinois,Big Ten,20,NA,1601,1601,NA,NA,NA
222500194,2002,3,regular,2002-09-07T16:10:00.000Z,NA,FALSE,FALSE,98689,3861,Ohio Stadium,194,Ohio State,Big Ten,51,NA,1724,1769,2309,Kent State,Mid-American,17,NA,1319,1274,NA,NA,NA
222500193,2002,3,regular,2002-09-07T16:10:00.000Z,NA,FALSE,FALSE,25934,3996,Yager Stadium,193,Miami (OH),Mid-American,24,NA,1497,1504,2294,Iowa,Big Ten,29,NA,1728,1721,NA,NA,NA
222500275,2002,3,regular,2002-09-07T16:10:00.000Z,NA,FALSE,FALSE,76320,347,Camp Randall Stadium,275,Wisconsin,Big Ten,34,NA,1582,1616,277,West Virginia,Big East,17,NA,1549,1515,NA,NA,NA
222500130,2002,3,regular,2002-09-07T16:10:00.000Z,NA,FALSE,FALSE,107856,3558,Michigan Stadium,130,Michigan,Big Ten,35,NA,1697,1733,2711,Western Michigan,Mid-American,12,NA,1507,1471,NA,NA,NA
222500145,2002,3,regular,2002-09-07T16:30:00.000Z,NA,FALSE,FALSE,54718,3974,Vaught-Hemingway Stadium,145,Ole Miss,SEC,38,NA,1575,1619,235,Memphis,Conference USA,16,NA,1486,1442,NA,NA,NA
222502117,2002,3,regular,2002-09-07T17:00:00.000Z,NA,FALSE,FALSE,18251,3786,Kelly/Shorts Stadium,2117,Central Michigan,Mid-American,32,NA,1261,1279,2751,Wyoming,Mountain West,20,NA,1198,1180,NA,NA,NA
222500087,2002,3,regular,2002-09-07T17:00:00.000Z,NA,FALSE,FALSE,80795,3855,Notre Dame Stadium,87,Notre Dame,FBS Independents,24,NA,1649,1653,2509,Purdue,Big Ten,17,NA,1549,1545,NA,NA,NA
222500077,2002,3,regular,2002-09-07T17:00:00.000Z,NA,FALSE,TRUE,21422,3911,Ryan Field,77,Northwestern,Big Ten,24,NA,1261,1229,2628,TCU,Conference USA,48,NA,1541,1573,NA,NA,NA
222500349,2002,3,regular,2002-09-07T17:00:00.000Z,NA,FALSE,FALSE,28063,3841,Blaik Field at Michie Stadium,349,Army,Conference USA,21,NA,NA,NA,107,Holy Cross,NA,30,NA,NA,NA,NA,NA,NA
222500228,2002,3,regular,2002-09-07T17:00:00.000Z,NA,FALSE,FALSE,71000,3836,Memorial Stadium,228,Clemson,ACC,33,NA,1573,1603,2348,Louisiana Tech,Western Athletic,13,NA,1409,1379,NA,NA,NA
222500127,2002,3,regular,2002-09-07T17:05:00.000Z,NA,FALSE,FALSE,74014,3936,Spartan Stadium,127,Michigan State,Big Ten,27,NA,1741,1744,242,Rice,Western Athletic,10,NA,1355,1352,NA,NA,NA
222500096,2002,3,regular,2002-09-07T17:30:00.000Z,NA,FALSE,FALSE,59213,3683,Commonwealth Stadium,96,Kentucky,SEC,77,NA,1447,1594,2638,UTEP,Western Athletic,17,NA,1158,1011,NA,NA,NA
222502005,2002,3,regular,2002-09-07T19:00:00.000Z,NA,FALSE,TRUE,36620,3713,Falcon Stadium,2005,Air Force,Mountain West,38,NA,1545,1553,167,New Mexico,Mountain West,31,NA,1523,1515,NA,NA,NA
222500264,2002,3,regular,2002-09-07T19:30:00.000Z,NA,FALSE,FALSE,70147,3765,Husky Stadium,264,Washington,Pac-10,34,NA,1566,1597,23,San José State,Western Athletic,10,NA,1300,1269,NA,NA,NA
222502483,2002,3,regular,2002-09-07T19:30:00.000Z,NA,FALSE,FALSE,56357,3626,Autzen Stadium,2483,Oregon,Pac-10,28,NA,1788,1789,278,Fresno State,Western Athletic,24,NA,1706,1705,NA,NA,NA
222500103,2002,3,regular,2002-09-07T19:30:00.000Z,NA,FALSE,FALSE,41065,3615,Alumni Stadium,103,Boston College,Big East,34,NA,1628,1636,24,Stanford,Pac-10,27,NA,1603,1595,NA,NA,NA
222500201,2002,3,regular,2002-09-07T19:30:00.000Z,NA,FALSE,FALSE,75564,3835,Gaylord Family Oklahoma Memorial Stadium,201,Oklahoma,Big 12,37,NA,1851,1856,333,Alabama,SEC,27,NA,1672,1667,NA,NA,NA
222500265,2002,3,regular,2002-09-07T21:00:00.000Z,NA,FALSE,FALSE,0,3820,Martin Stadium,265,Washington State,Pac-10,49,NA,1643,1687,70,Idaho,Sun Belt,14,NA,1200,1156,NA,NA,NA
222500002,2002,3,regular,2002-09-07T21:00:00.000Z,NA,FALSE,FALSE,80067,3785,Jordan-Hare Stadium,2,Auburn,SEC,56,NA,NA,NA,2717,Western Carolina,NA,0,NA,NA,NA,NA,NA,NA
222500057,2002,3,regular,2002-09-07T21:15:00.000Z,NA,FALSE,FALSE,85777,NA,NA,57,Florida,SEC,16,NA,2087,2020,2390,Miami,Big East,41,NA,2085,2152,NA,NA,NA
222502199,2002,3,regular,2002-09-07T22:00:00.000Z,NA,FALSE,TRUE,0,3912,Rynearson Stadium,2199,Eastern Michigan,Mid-American,13,NA,1117,1021,2649,Toledo,Mid-American,65,NA,1585,1681,NA,NA,NA
222500120,2002,3,regular,2002-09-07T22:00:00.000Z,NA,FALSE,FALSE,48057,3665,Maryland Stadium,120,Maryland,ACC,44,NA,1589,1639,2006,Akron,Mid-American,14,NA,1339,1289,NA,NA,NA
222500154,2002,3,regular,2002-09-07T22:30:00.000Z,NA,FALSE,TRUE,28486,NA,NA,154,Wake Forest,ACC,27,NA,1452,1462,151,East Carolina,Conference USA,22,NA,1573,1563,NA,NA,NA
222500025,2002,3,regular,2002-09-07T22:30:00.000Z,NA,FALSE,FALSE,24692,3831,California Memorial Stadium,25,California,Pac-10,34,NA,1412,1447,166,New Mexico State,Sun Belt,13,NA,1269,1234,NA,NA,NA
222500005,2002,3,regular,2002-09-07T23:00:00.000Z,NA,FALSE,FALSE,0,3803,Legion Field,5,UAB,Conference USA,27,NA,1457,1457,2653,Troy,FBS Independents,26,NA,1432,1432,NA,NA,NA
222500008,2002,3,regular,2002-09-07T23:00:00.000Z,NA,FALSE,FALSE,70142,3887,Donald W. Reynolds Razorback Stadium Frank Broyles Field,8,Arkansas,SEC,41,NA,1561,1642,68,Boise State,Western Athletic,14,NA,1652,1571,NA,NA,NA
222502032,2002,3,regular,2002-09-07T23:00:00.000Z,NA,FALSE,FALSE,15363,NA,NA,2032,Arkansas State,Sun Belt,21,NA,1007,1009,202,Tulsa,Western Athletic,19,NA,1141,1139,NA,NA,NA
222500158,2002,3,regular,2002-09-07T23:00:00.000Z,NA,FALSE,FALSE,78176,3834,Memorial Stadium,158,Nebraska,Big 12,44,NA,1893,1909,328,Utah State,FBS Independents,13,NA,1292,1276,NA,NA,NA
222500066,2002,3,regular,2002-09-07T23:00:00.000Z,NA,FALSE,FALSE,40155,3772,Jack Trice Stadium,66,Iowa State,Big 12,58,NA,NA,NA,2635,Tennessee Tech,NA,6,NA,NA,NA,NA,NA,NA
222500239,2002,3,regular,2002-09-07T23:00:00.000Z,NA,FALSE,FALSE,28375,3724,Floyd Casey Stadium,239,Baylor,Big 12,50,NA,NA,NA,2535,Samford,NA,12,NA,NA,NA,NA,NA,NA
222500238,2002,3,regular,2002-09-07T23:00:00.000Z,NA,FALSE,FALSE,28568,3973,Vanderbilt Stadium,238,Vanderbilt,SEC,49,NA,NA,NA,231,Furman,NA,18,NA,NA,NA,NA,NA,NA
222500164,2002,3,regular,2002-09-07T23:00:00.000Z,NA,FALSE,FALSE,19101,3754,High Point Solutions Stadium,164,Rutgers,Big East,11,NA,1086,1045,2084,Buffalo,Mid-American,34,NA,1255,1296,NA,NA,NA
222500038,2002,3,regular,2002-09-07T23:00:00.000Z,NA,FALSE,FALSE,0,3726,Folsom Field,38,Colorado,Big 12,34,NA,1677,1693,21,San Diego State,Mountain West,14,NA,1363,1347,NA,NA,NA
222502633,2002,3,regular,2002-09-07T23:00:00.000Z,NA,FALSE,FALSE,107672,3853,Neyland Stadium,2633,Tennessee,SEC,26,NA,1838,1864,2393,Middle Tennessee,Sun Belt,3,NA,1546,1520,NA,NA,NA
222500142,2002,3,regular,2002-09-07T23:00:00.000Z,NA,FALSE,FALSE,49282,3838,Faurot Field,142,Missouri,Big 12,41,NA,1439,1525,2050,Ball State,Mid-American,6,NA,1346,1260,NA,NA,NA
222500150,2002,3,regular,2002-09-07T23:00:00.000Z,NA,FALSE,TRUE,0,3982,Wallace Wade Stadium,150,Duke,ACC,3,NA,1213,1160,97,Louisville,Conference USA,40,NA,1644,1697,NA,NA,NA
222500058,2002,3,regular,2002-09-07T23:00:00.000Z,NA,FALSE,FALSE,23559,3886,Raymond James Stadium,58,South Florida,FBS Independents,37,NA,1650,1710,2459,Northern Illinois,Mid-American,6,NA,1454,1394,NA,NA,NA
