"game_id","season","week","season_type","start_date","start_time_tbd","neutral_site","conference_game","attendance","venue_id","venue","home_id","home_team","home_conference","home_points","home_post_win_prob","away_id","away_team","away_conference","away_points","away_post_win_prob","excitement_index"
282412117,2008,1,"regular","2008-08-28T19:00:00.000Z",NA,FALSE,FALSE,19732,3786,"Kelly/Shorts Stadium",2117,"Central Michigan","Mid-American",31,NA,2197,"Eastern Illinois",NA,12,NA,NA
282412050,2008,1,"regular","2008-08-28T19:00:00.000Z",NA,FALSE,FALSE,13068,3919,"Scheumann Stadium",2050,"Ball State","Mid-American",48,NA,111,"Northeastern",NA,14,NA,NA
282412199,2008,1,"regular","2008-08-28T19:00:00.000Z",NA,FALSE,FALSE,17494,3912,"Rynearson Stadium",2199,"Eastern Michigan","Mid-American",52,NA,282,"Indiana State",NA,0,NA,NA
282412084,2008,1,"regular","2008-08-28T19:00:00.000Z",NA,FALSE,FALSE,16656,3965,"UB Stadium",2084,"Buffalo","Mid-American",42,NA,2638,"UTEP","Conference USA",17,NA,NA
282410059,2008,1,"regular","2008-08-28T19:30:00.000Z",NA,FALSE,FALSE,45706,721,"Bobby Dodd Stadium at Historic Grant Field",59,"Georgia Tech","ACC",41,NA,55,"Jacksonville State",NA,14,NA,NA
282410193,2008,1,"regular","2008-08-28T19:30:00.000Z",NA,FALSE,FALSE,18398,3996,"Yager Stadium",193,"Miami (OH)","Mid-American",13,NA,238,"Vanderbilt","SEC",34,NA,NA
282410041,2008,1,"regular","2008-08-28T19:30:00.000Z",NA,FALSE,FALSE,37583,3892,"Rentschler Field",41,"Connecticut","Big East",35,NA,2275,"Hofstra",NA,3,NA,NA
282412393,2008,1,"regular","2008-08-28T19:30:00.000Z",NA,FALSE,TRUE,22307,3725,"Johnny Red"""" Floyd Stadium""""",2393,"Middle Tennessee","Sun Belt",17,NA,2653,"Troy","Sun Belt",31,NA,NA
282412390,2008,1,"regular","2008-08-28T19:30:00.000Z",NA,FALSE,FALSE,48119,3948,"Hard Rock Stadium",2390,"Miami","ACC",52,NA,2127,"Charleston Southern",NA,7,NA,NA
282412132,2008,1,"regular","2008-08-28T19:30:00.000Z",NA,FALSE,FALSE,26913,3854,"Nippert Stadium",2132,"Cincinnati","Big East",40,NA,2198,"Eastern Kentucky",NA,7,NA,NA
282410066,2008,1,"regular","2008-08-28T20:00:00.000Z",NA,FALSE,FALSE,46617,3772,"Jack Trice Stadium",66,"Iowa State","Big 12",44,NA,2571,"South Dakota State",NA,17,NA,NA
282412579,2008,1,"regular","2008-08-28T20:00:00.000Z",NA,FALSE,FALSE,80616,3994,"Williams-Brice Stadium",2579,"South Carolina","SEC",34,NA,152,"NC State","ACC",0,NA,NA
282410239,2008,1,"regular","2008-08-28T20:10:00.000Z",NA,FALSE,FALSE,30633,3724,"Floyd Casey Stadium",239,"Baylor","Big 12",13,NA,154,"Wake Forest","ACC",41,NA,NA
282410024,2008,1,"regular","2008-08-28T21:00:00.000Z",NA,FALSE,TRUE,30223,3940,"Stanford Stadium",24,"Stanford","Pac-10",36,NA,204,"Oregon State","Pac-10",28,NA,NA
282420349,2008,1,"regular","2008-08-29T19:00:00.000Z",NA,FALSE,FALSE,21822,3841,"Blaik Field at Michie Stadium",349,"Army","FBS Independents",7,NA,218,"Temple","Mid-American",35,NA,NA
282420242,2008,1,"regular","2008-08-29T20:00:00.000Z",NA,FALSE,TRUE,23164,3895,"Rice Stadium",242,"Rice","Conference USA",56,NA,2567,"SMU","Conference USA",27,NA,NA
282430099,2008,1,"regular","2008-08-30T11:00:00.000Z",NA,FALSE,FALSE,91922,3958,"Tiger Stadium",99,"LSU","SEC",41,NA,2026,"Appalachian State",NA,13,NA,NA
282430077,2008,1,"regular","2008-08-30T12:00:00.000Z",NA,FALSE,FALSE,20015,3911,"Ryan Field",77,"Northwestern","Big Ten",30,NA,183,"Syracuse","Big East",10,NA,NA
282430084,2008,1,"regular","2008-08-30T12:00:00.000Z",NA,FALSE,FALSE,30067,3830,"Memorial Stadium",84,"Indiana","Big Ten",31,NA,98,"Western Kentucky","FBS Independents",13,NA,NA
282430275,2008,1,"regular","2008-08-30T12:00:00.000Z",NA,FALSE,FALSE,80910,347,"Camp Randall Stadium",275,"Wisconsin","Big Ten",38,NA,2006,"Akron","Mid-American",17,NA,NA
282430151,2008,1,"regular","2008-08-30T12:00:00.000Z",NA,TRUE,FALSE,72169,NA,NA,151,"East Carolina","Conference USA",27,NA,259,"Virginia Tech","ACC",22,NA,NA
282430221,2008,1,"regular","2008-08-30T12:00:00.000Z",NA,FALSE,FALSE,45063,3752,"Heinz Field",221,"Pittsburgh","Big East",17,NA,189,"Bowling Green","Mid-American",27,NA,NA
282430213,2008,1,"regular","2008-08-30T12:00:00.000Z",NA,FALSE,FALSE,106577,3632,"Beaver Stadium",213,"Penn State","Big Ten",66,NA,324,"Coastal Carolina",NA,10,NA,NA
282430194,2008,1,"regular","2008-08-30T12:00:00.000Z",NA,FALSE,FALSE,105011,3861,"Ohio Stadium",194,"Ohio State","Big Ten",43,NA,2754,"Youngstown State",NA,0,NA,NA
282432294,2008,1,"regular","2008-08-30T12:05:00.000Z",NA,FALSE,FALSE,70585,3793,"Kinnick Stadium",2294,"Iowa","Big Ten",46,NA,311,"Maine",NA,3,NA,NA
282430057,2008,1,"regular","2008-08-30T12:30:00.000Z",NA,FALSE,FALSE,90575,3634,"Ben Hill Griffin Stadium",57,"Florida","SEC",56,NA,62,"Hawai'i","Western Athletic",10,NA,NA
282430061,2008,1,"regular","2008-08-30T12:30:00.000Z",NA,FALSE,FALSE,92746,3917,"Sanford Stadium",61,"Georgia","SEC",45,NA,290,"Georgia Southern",NA,21,NA,NA
282432751,2008,1,"regular","2008-08-30T14:00:00.000Z",NA,FALSE,FALSE,20430,3984,"War Memorial Stadium",2751,"Wyoming","Mountain West",21,NA,195,"Ohio","Mid-American",20,NA,NA
282432005,2008,1,"regular","2008-08-30T14:00:00.000Z",NA,FALSE,FALSE,39180,3713,"Falcon Stadium",2005,"Air Force","Mountain West",41,NA,253,"Southern Utah",NA,7,NA,NA
282430277,2008,1,"regular","2008-08-30T15:30:00.000Z",NA,FALSE,FALSE,60566,3842,"Mountaineer Field at Milan Puskar Stadium",277,"West Virginia","Big East",48,NA,222,"Villanova",NA,21,NA,NA
282430265,2008,1,"regular","2008-08-30T15:30:00.000Z",NA,FALSE,FALSE,50830,NA,NA,265,"Washington State","Pac-10",13,NA,197,"Oklahoma State","Big 12",39,NA,NA
282432426,2008,1,"regular","2008-08-30T15:30:00.000Z",NA,FALSE,FALSE,31613,3852,"Navy-Marine Corps Memorial Stadium",2426,"Navy","FBS Independents",41,NA,119,"Towson",NA,13,NA,NA
282430258,2008,1,"regular","2008-08-30T15:30:00.000Z",NA,FALSE,FALSE,64947,3923,"Scott Stadium",258,"Virginia","ACC",7,NA,30,"USC","Pac-10",52,NA,NA
282430130,2008,1,"regular","2008-08-30T15:30:00.000Z",NA,FALSE,TRUE,108421,3558,"Michigan Stadium",130,"Michigan","Big Ten",23,NA,254,"Utah","Mountain West",25,NA,NA
282430120,2008,1,"regular","2008-08-30T15:45:00.000Z",NA,FALSE,FALSE,49119,3665,"Maryland Stadium",120,"Maryland","ACC",14,NA,48,"Delaware",NA,7,NA,NA
282430005,2008,1,"regular","2008-08-30T16:00:00.000Z",NA,FALSE,TRUE,19672,3803,"Legion Field",5,"UAB","Conference USA",22,NA,202,"Tulsa","Conference USA",45,NA,NA
282430276,2008,1,"regular","2008-08-30T16:30:00.000Z",NA,FALSE,FALSE,25661,3775,"Joan C. Edwards Stadium",276,"Marshall","Conference USA",35,NA,2287,"Illinois State",NA,10,NA,NA
282430153,2008,1,"regular","2008-08-30T18:00:00.000Z",NA,FALSE,FALSE,58000,3787,"Kenan Memorial Stadium",153,"North Carolina","ACC",35,NA,2377,"McNeese",NA,27,NA,NA
282430167,2008,1,"regular","2008-08-30T18:00:00.000Z",NA,FALSE,TRUE,31583,3971,"University Stadium",167,"New Mexico","Mountain West",3,NA,2628,"TCU","Mountain West",26,NA,NA
282430252,2008,1,"regular","2008-08-30T18:00:00.000Z",NA,FALSE,FALSE,64108,3801,"LaVell Edwards Stadium",252,"BYU","Mountain West",41,NA,2460,"Northern Iowa",NA,17,NA,NA
282432116,2008,1,"regular","2008-08-30T18:06:00.000Z",NA,FALSE,FALSE,42126,3652,"Bright House Networks Stadium",2116,"UCF","Conference USA",17,NA,2569,"South Carolina State",NA,0,NA,NA
282432348,2008,1,"regular","2008-08-30T18:45:00.000Z",NA,FALSE,FALSE,0,3776,"Joe Aillet Stadium",2348,"Louisiana Tech","Western Athletic",22,NA,344,"Mississippi State","SEC",14,NA,NA
282430145,2008,1,"regular","2008-08-30T19:00:00.000Z",NA,FALSE,FALSE,56127,3974,"Vaught-Hemingway Stadium",145,"Ole Miss","SEC",41,NA,235,"Memphis","Conference USA",24,NA,NA
282430150,2008,1,"regular","2008-08-30T19:00:00.000Z",NA,FALSE,FALSE,32571,3982,"Wallace Wade Stadium",150,"Duke","ACC",31,NA,256,"James Madison",NA,7,NA,NA
282430158,2008,1,"regular","2008-08-30T19:00:00.000Z",NA,FALSE,FALSE,84485,3834,"Memorial Stadium",158,"Nebraska","Big 12",47,NA,2711,"Western Michigan","Mid-American",24,NA,NA
282430008,2008,1,"regular","2008-08-30T19:00:00.000Z",NA,FALSE,FALSE,70537,3887,"Donald W. Reynolds Razorback Stadium Frank Broyles Field",8,"Arkansas","SEC",28,NA,2710,"Western Illinois",NA,24,NA,NA
282432572,2008,1,"regular","2008-08-30T19:00:00.000Z",NA,FALSE,FALSE,32792,3815,"M. M. Roberts Stadium",2572,"Southern Mississippi","Conference USA",51,NA,309,"Louisiana","Sun Belt",21,NA,NA
282430248,2008,1,"regular","2008-08-30T19:00:00.000Z",NA,FALSE,FALSE,26555,453,"Robertson Stadium",248,"Houston","Conference USA",55,NA,2582,"Southern",NA,3,NA,NA
282430135,2008,1,"regular","2008-08-30T19:00:00.000Z",NA,FALSE,FALSE,44029,NA,NA,135,"Minnesota","Big Ten",31,NA,2459,"Northern Illinois","Mid-American",27,NA,NA
282432641,2008,1,"regular","2008-08-30T19:00:00.000Z",NA,FALSE,FALSE,49887,3784,"Jones AT&T Stadium",2641,"Texas Tech","Big 12",49,NA,331,"Eastern Washington",NA,24,NA,NA
282430201,2008,1,"regular","2008-08-30T19:00:00.000Z",NA,FALSE,FALSE,84715,3835,"Gaylord Family Oklahoma Memorial Stadium",201,"Oklahoma","Big 12",57,NA,236,"Chattanooga",NA,2,NA,NA
282430058,2008,1,"regular","2008-08-30T19:00:00.000Z",NA,FALSE,FALSE,48058,3886,"Raymond James Stadium",58,"South Florida","Big East",56,NA,2630,"UT Martin",NA,7,NA,NA
282430002,2008,1,"regular","2008-08-30T19:00:00.000Z",NA,FALSE,FALSE,87451,3785,"Jordan-Hare Stadium",2,"Auburn","SEC",34,NA,2433,"Louisiana Monroe","Sun Belt",0,NA,NA
282430251,2008,1,"regular","2008-08-30T19:00:00.000Z",NA,FALSE,FALSE,98053,3910,"Darrell K Royal-Texas Memorial Stadium",251,"Texas","Big 12",52,NA,2226,"Florida Atlantic","Sun Belt",10,NA,NA
282432305,2008,1,"regular","2008-08-30T19:05:00.000Z",NA,FALSE,FALSE,52112,3833,"Memorial Stadium",2305,"Kansas","Big 12",40,NA,2229,"Florida International","Sun Belt",10,NA,NA
282432306,2008,1,"regular","2008-08-30T19:05:00.000Z",NA,FALSE,FALSE,45150,3636,"Bill Snyder Family Football Stadium",2306,"Kansas State","Big 12",45,NA,249,"North Texas","Sun Belt",6,NA,NA
282430245,2008,1,"regular","2008-08-30T19:05:00.000Z",NA,FALSE,FALSE,78691,3795,"Kyle Field",245,"Texas A&M","Big 12",14,NA,2032,"Arkansas State","Sun Belt",18,NA,NA
282432309,2008,1,"regular","2008-08-30T19:30:00.000Z",NA,FALSE,FALSE,10788,NA,NA,2309,"Kent State","Mid-American",0,NA,103,"Boston College","ACC",21,NA,NA
282430068,2008,1,"regular","2008-08-30T20:00:00.000Z",NA,FALSE,FALSE,32318,3653,"Albertsons Stadium",68,"Boise State","Western Athletic",49,NA,304,"Idaho State",NA,7,NA,NA
282430023,2008,1,"regular","2008-08-30T20:00:00.000Z",NA,FALSE,FALSE,18730,3935,"Spartan Stadium",23,"San José State","Western Athletic",13,NA,302,"UC Davis",NA,10,NA,NA
