"game_id","season","week","season_type","start_date","start_time_tbd","completed","neutral_site","conference_game","attendance","venue_id","venue","home_id","home_team","home_conference","home_division","home_points","home_post_win_prob","home_pregame_elo","home_postgame_elo","away_id","away_team","away_conference","away_division","away_points","away_post_win_prob","away_pregame_elo","away_postgame_elo","excitement_index","highlights","notes"
401635525,2024,1,"regular","2024-08-24T16:00:00.000Z",FALSE,TRUE,TRUE,TRUE,NA,3504,"Aviva Stadium",59,"Georgia Tech","ACC","fbs",24,"0.9913955304658811",1497,1513,52,"Florida State","ACC","fbs",21,"0.008604469534118864",1692,1676,"7.8222239620",NA,"Aer Lingus College Football Classic"
401643697,2024,1,"regular","2024-08-24T20:00:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,3971,"University Stadium",167,"New Mexico","Mountain West","fbs",31,"0.30110066648514766",1234,1234,147,"Montana State","Big Sky","fcs",35,"0.6988993335148523",NA,NA,"4.9273181699",NA,NA
401643696,2024,1,"regular","2024-08-25T00:00:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,3816,"Mackay Stadium",2440,"Nevada","Mountain West","fbs",24,"0.09309106981820904",1222,1243,2567,"SMU","ACC","fbs",29,"0.906908930181791",1690,1669,"7.6714922497",NA,NA
401643858,2024,1,"regular","2024-08-25T03:59:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,7220,"Clarence T.C. Ching Athletics Complex",62,"Hawai'i","Mountain West","fbs",35,"0.9575395518280105",1227,1227,2169,"Delaware State","MEAC","fcs",14,"0.04246044817198946",NA,NA,"5.2243562780",NA,NA
401628458,2024,1,"regular","2024-08-29T22:00:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,6577,"SHI Stadium",164,"Rutgers","Big Ten","fbs",44,"0.9969467806229227",1460,1460,47,"Howard","MEAC","fcs",7,"0.003053219377077254",NA,NA,"4.6781743981",NA,NA
401628581,2024,1,"regular","2024-08-29T23:00:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,3630,"BB&T Field",154,"Wake Forest","ACC","fbs",45,"0.3811993192106196",1431,1431,2448,"North Carolina A&T","CAA","fcs",13,"0.6188006807893804",NA,NA,"3.9943074678",NA,NA
401634299,2024,1,"regular","2024-08-29T23:00:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,3670,"Carter-Finley Stadium",152,"NC State","ACC","fbs",38,"0.9002368268799328",1606,1606,2717,"Western Carolina","Southern","fcs",21,"0.09976317312006722",NA,NA,"7.4520004047",NA,NA
401628582,2024,1,"regular","2024-08-29T23:00:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,3652,"Bright House Networks Stadium",2116,"UCF","Big 12","fbs",57,"0.9984074055658949",1578,1578,160,"New Hampshire","CAA","fcs",3,"0.001592594434105088",NA,NA,"3.4992537570",NA,NA
401644727,2024,1,"regular","2024-08-29T23:00:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,3965,"UB Stadium",2084,"Buffalo","Mid-American","fbs",30,"0.9864603988486014",1357,1357,322,"Lafayette","Patriot","fcs",13,"0.013539601151398628",NA,NA,"4.3323398083",NA,NA
401644729,2024,1,"regular","2024-08-29T23:00:00.000Z",FALSE,TRUE,FALSE,FALSE,NA,3700,"Doyt Perry Stadium",189,"Bowling Green","Mid-American","fbs",41,"0.3107230250215423",1431,1431,2230,"Fordham","Patriot","fcs",17,"0.6892769749784577",NA,NA,"2.5386103087",NA,NA
