"game_id","season","week","season_type","start_date","start_time_tbd","neutral_site","conference_game","attendance","venue_id","venue","home_id","home_team","home_conference","home_points","home_post_win_prob","away_id","away_team","away_conference","away_points","away_post_win_prob","excitement_index"
401013357,2018,1,"regular","2018-08-25T21:30:00.000Z",NA,FALSE,FALSE,8684,3985,"Warren McGuirk Alumni Stadium",113,"UMass","FBS Independents",63,"0.9984542422162311",2184,"Duquesne",NA,15,"0.001545757783768864","0.2139101303"
401014972,2018,1,"regular","2018-08-25T23:00:00.000Z",NA,FALSE,FALSE,20050,3895,"Rice Stadium",242,"Rice","Conference USA",31,"0.41611197976904707",2504,"Prairie View",NA,28,"0.5838880202309529","5.6012773743"
401022510,2018,1,"regular","2018-08-25T23:30:00.000Z",NA,FALSE,TRUE,31007,5388,"Canvas Stadium",36,"Colorado State","Mountain West",34,"0.3317397678892768",62,"Hawai'i","Mountain West",43,"0.6682602321107232","4.5649361931"
401013437,2018,1,"regular","2018-08-26T02:00:00.000Z",NA,FALSE,FALSE,20322,3601,"Aggie Memorial Stadium",166,"New Mexico State","FBS Independents",7,"0.00427210984632397",2751,"Wyoming","Mountain West",29,"0.995727890153676","2.7057118396"
401019470,2018,1,"regular","2018-08-30T23:00:00.000Z",NA,FALSE,TRUE,0,3892,"Rentschler Field",41,"Connecticut","American Athletic",17,"0.004203463433869054",2116,"UCF","American Athletic",56,"0.995796536566131","0.830061928399999"
401021651,2018,1,"regular","2018-08-30T23:00:00.000Z",NA,FALSE,FALSE,0,4246,"Georgia State Stadium",2247,"Georgia State","Sun Belt",24,"0.869590187971506",338,"Kennesaw State",NA,20,"0.130409812028494","5.8512641491"
401013328,2018,1,"regular","2018-08-30T23:00:00.000Z",NA,FALSE,FALSE,0,3953,"TCF Bank Stadium",135,"Minnesota","Big Ten",48,"0.9999638364577065",166,"New Mexico State","FBS Independents",10,"0.00003616354229352137","3.06144440259999"
401020671,2018,1,"regular","2018-08-30T23:00:00.000Z",NA,FALSE,FALSE,0,3919,"Scheumann Stadium",2050,"Ball State","Mid-American",42,"0.9999720937904223",2115,"Central Connecticut",NA,6,"0.000027906209577710506","0.760100617799999"
401012675,2018,1,"regular","2018-08-31T00:00:00.000Z",NA,FALSE,FALSE,0,587,"Rice-Eccles Stadium",254,"Utah","Pac-12",41,"0.9997998688829266",2692,"Weber State",NA,10,"0.0002001311170733988","0.922426719"
401021655,2018,1,"regular","2018-08-31T00:00:00.000Z",NA,FALSE,FALSE,0,3817,"Malone Stadium",2433,"Louisiana Monroe","Sun Belt",34,"0.5720859305615573",2545,"Southeastern Louisiana",NA,31,"0.4279140694384427","8.4160129207"
