"game_id","season","week","season_type","start_date","start_time_tbd","neutral_site","conference_game","attendance","venue_id","venue","home_id","home_team","home_conference","home_points","home_post_win_prob","away_id","away_team","away_conference","away_points","away_post_win_prob","excitement_index"
302450154,2010,1,"regular","2010-09-02T18:30:00.000Z",NA,FALSE,FALSE,0,3630,"BB&T Field",154,"Wake Forest","ACC",53,"0.8574969410677336",2506,"Presbyterian College",NA,13,"0.14250305893226645",NA
302452050,2010,1,"regular","2010-09-02T19:00:00.000Z",NA,FALSE,FALSE,0,3919,"Scheumann Stadium",2050,"Ball State","Mid-American",27,"0.624190810354041",2546,"Southeast Missouri State",NA,10,"0.375809189645959",NA
302452117,2010,1,"regular","2010-09-02T19:00:00.000Z",NA,FALSE,FALSE,0,3786,"Kelly/Shorts Stadium",2117,"Central Michigan","Mid-American",33,"0.9982822102533788",2261,"Hampton",NA,0,"0.001717789746621179",NA
302452309,2010,1,"regular","2010-09-02T19:00:00.000Z",NA,FALSE,FALSE,0,3696,"Dix Stadium",2309,"Kent State","Mid-American",41,NA,93,"Murray State",NA,10,NA,NA
302452084,2010,1,"regular","2010-09-02T19:00:00.000Z",NA,FALSE,FALSE,0,3965,"UB Stadium",2084,"Buffalo","Mid-American",31,"0.9936480813643677",227,"Rhode Island",NA,0,"0.0063519186356323365",NA
302452390,2010,1,"regular","2010-09-02T19:30:00.000Z",NA,FALSE,FALSE,0,3948,"Hard Rock Stadium",2390,"Miami","ACC",45,"0.990159306826044",50,"Florida A&M",NA,0,"0.009840693173955972",NA
302450194,2010,1,"regular","2010-09-02T19:30:00.000Z",NA,FALSE,FALSE,0,3861,"Ohio Stadium",194,"Ohio State","Big Ten",45,"0.9987934239294318",276,"Marshall","Conference USA",7,"0.0012065760705681772",NA
302452393,2010,1,"regular","2010-09-02T19:30:00.000Z",NA,FALSE,FALSE,0,3725,"Johnny Red"""" Floyd Stadium""""",2393,"Middle Tennessee","Sun Belt",17,"0.9178879028282426",135,"Minnesota","Big Ten",24,"0.08211209717175738",NA
302452579,2010,1,"regular","2010-09-02T19:30:00.000Z",NA,FALSE,FALSE,0,3994,"Williams-Brice Stadium",2579,"South Carolina","SEC",41,"0.9278608858746394",2572,"Southern Mississippi","Conference USA",13,"0.07213911412536056",NA
302450164,2010,1,"regular","2010-09-02T19:30:00.000Z",NA,FALSE,FALSE,0,3754,"High Point Solutions Stadium",164,"Rutgers","Big East",31,"0.9888514663226565",2450,"Norfolk State",NA,0,"0.011148533677343475",NA
302450084,2010,1,"regular","2010-09-02T19:30:00.000Z",NA,FALSE,FALSE,0,3830,"Memorial Stadium",84,"Indiana","Big Ten",51,"0.9828993869472783",119,"Towson",NA,17,"0.017100613052721703",NA
302450005,2010,1,"regular","2010-09-02T20:00:00.000Z",NA,FALSE,FALSE,0,3803,"Legion Field",5,"UAB","Conference USA",31,"0.6504472331187469",2226,"Florida Atlantic","Sun Belt",32,"0.34955276688125314",NA
302450066,2010,1,"regular","2010-09-02T20:00:00.000Z",NA,FALSE,FALSE,0,3772,"Jack Trice Stadium",66,"Iowa State","Big 12",27,"0.9397790569051155",2459,"Northern Illinois","Mid-American",10,"0.06022094309488446",NA
