game_id,season,week,season_type,start_date,start_time_tbd,neutral_site,conference_game,attendance,venue_id,venue,home_id,home_team,home_conference,home_points,home_post_win_prob,home_pregame_elo,home_postgame_elo,away_id,away_team,away_conference,away_points,away_post_win_prob,away_pregame_elo,away_postgame_elo,excitement_index,highlights,notes
401110723,2019,1,regular,2019-08-24T23:00:00.000Z,NA,TRUE,FALSE,66543,4013,Camping World Stadium,57,Florida,SEC,24,0.9059534582132265,1683,1688,2390,Miami,ACC,20,0.09404654178677352,1611,1606,8.7679102419,https://www.youtube.com/watch?v=WeJi4p0jqXA,CAMPING WORLD KICKOFF
401114164,2019,1,regular,2019-08-25T02:30:00.000Z,NA,FALSE,FALSE,22396,3610,Aloha Stadium,62,Hawai'i,Mountain West,45,0.6886295726282241,1281,1302,12,Arizona,Pac-12,38,0.3113704273717759,1467,1446,7.84241686779999,https://www.youtube.com/watch?v=eJI8vkRqz0o,NA
401119254,2019,1,regular,2019-08-29T23:00:00.000Z,NA,FALSE,FALSE,17620,3700,Doyt Perry Stadium,189,Bowling Green,Mid-American,46,0.9999785280584667,NA,NA,2415,Morgan State,NA,3,0.000021471941533346417,NA,NA,0.4729679719,NA,NA
401117855,2019,1,regular,2019-08-29T23:00:00.000Z,NA,FALSE,FALSE,19648,3892,Rentschler Field,41,Connecticut,American Athletic,24,0.7289421137835537,NA,NA,2681,Wagner,NA,21,0.27105788621644633,NA,NA,1.83435076049999,https://www.youtube.com/watch?v=qkIibi3TYF8,NA
401119255,2019,1,regular,2019-08-29T23:00:00.000Z,NA,FALSE,FALSE,18412,3965,UB Stadium,2084,Buffalo,Mid-American,38,0.9997880630567496,NA,NA,2523,Robert Morris,NA,10,0.00021193694325039036,NA,NA,0.1185875019,NA,NA
401117854,2019,1,regular,2019-08-29T23:00:00.000Z,NA,FALSE,FALSE,38032,3854,Nippert Stadium,2132,Cincinnati,American Athletic,24,0.9968294673908809,1626,1630,26,UCLA,Pac-12,14,0.0031705326091191477,1431,1427,5.4986821262,https://www.youtube.com/watch?v=Y9XAYpeOi0I,NA
401117853,2019,1,regular,2019-08-29T23:30:00.000Z,NA,FALSE,FALSE,44073,3652,Bright House Networks Stadium,2116,UCF,American Athletic,62,0.9999957343184567,NA,NA,50,Florida A&M,NA,0,0.000004265681543325073,NA,NA,0.0275892598999993,https://www.youtube.com/watch?v=JMjct2NYZSc,NA
401135910,2019,1,regular,2019-08-29T23:30:00.000Z,NA,FALSE,FALSE,16119,4418,Jerry Richardson Stadium,2429,Charlotte,Conference USA,49,0.9992560144881203,NA,NA,2241,Gardner-Webb,NA,28,0.0007439855118797079,NA,NA,0.4428072342,NA,NA
401114246,2019,1,regular,2019-08-29T23:30:00.000Z,NA,FALSE,FALSE,17120,3796,Houchens Industries-L. T. Smith Stadium,98,Western Kentucky,Conference USA,28,0.0861674673352279,NA,NA,2110,Central Arkansas,NA,35,0.913832532664772,NA,NA,4.1608351506,https://www.youtube.com/watch?v=dgeUCVz-0hA,NA
401114236,2019,1,regular,2019-08-30T00:00:00.000Z,NA,FALSE,FALSE,16361,4729,Benson Field at Yulman Stadium,2655,Tulane,American Athletic,42,0.9996684962055076,1451,1527,2229,Florida International,Conference USA,14,0.00033150379449242706,1471,1395,1.52850182699999,https://www.youtube.com/watch?v=VIvyR9Zwhfk,NA
401111653,2019,1,regular,2019-08-30T00:00:00.000Z,NA,FALSE,TRUE,79118,3836,Memorial Stadium,228,Clemson,ACC,52,0.999975851296617,2091,2135,59,Georgia Tech,ACC,14,0.000024148703382964598,1570,1526,0.121090201699999,https://www.youtube.com/watch?v=c7Ih452df30,NA
401114237,2019,1,regular,2019-08-30T00:00:00.000Z,NA,FALSE,FALSE,39165,3803,Legion Field,5,UAB,Conference USA,24,0.808822993632232,NA,NA,2011,Alabama State,NA,19,0.19117700636776802,NA,NA,1.8230200516,https://www.youtube.com/watch?v=euB43slXeBY,NA
401110731,2019,1,regular,2019-08-30T00:30:00.000Z,NA,FALSE,FALSE,98016,3795,Kyle Field,245,Texas A&M,SEC,41,0.999331374188528,1739,1771,326,Texas State,Sun Belt,7,0.000668625811471979,1217,1185,0.220119628399999,https://www.youtube.com/watch?v=b-rp1D8Q-j0,NA
401119253,2019,1,regular,2019-08-30T00:50:00.000Z,NA,FALSE,FALSE,12207,3786,Kelly/Shorts Stadium,2117,Central Michigan,Mid-American,38,0.9996297842854641,NA,NA,399,Albany,NA,21,0.000370215714535882,NA,NA,1.94634025459999,https://www.youtube.com/watch?v=BXYJc8LTxAk,NA
401112229,2019,1,regular,2019-08-30T01:00:00.000Z,NA,FALSE,FALSE,49112,3953,TCF Bank Stadium,135,Minnesota,Big Ten,28,0.7079013302374422,NA,NA,2571,South Dakota State,NA,21,0.2920986697625578,NA,NA,4.590705268,https://www.youtube.com/watch?v=sS3pH7mygOE,NA
401117493,2019,1,regular,2019-08-30T02:00:00.000Z,NA,FALSE,FALSE,13480,3935,Spartan Stadium,23,San José State,Mountain West,35,0.9989727349896149,NA,NA,2458,Northern Colorado,NA,18,0.0010272650103850811,NA,NA,1.80118927999999,NA,NA
401114153,2019,1,regular,2019-08-30T02:00:00.000Z,NA,FALSE,FALSE,47413,3947,Sun Devil Stadium,9,Arizona State,Pac-12,30,0.9986764468501403,1597,1610,2309,Kent State,Mid-American,7,0.0013235531498596576,1164,1151,0.8053215533,https://www.youtube.com/watch?v=QEzWhRSQr94,NA
401114223,2019,1,regular,2019-08-30T02:15:00.000Z,NA,FALSE,FALSE,61626,3801,LaVell Edwards Stadium,252,BYU,FBS Independents,12,0.004515069464778168,1553,1520,254,Utah,Pac-12,30,0.9954849305352218,1657,1690,3.2934990524,https://www.youtube.com/watch?v=II3mkORMyGM,NA
