athlete_id,first_name,last_name,team,weight,height,jersey,year,position,home_city,home_state,home_country,home_latitude,home_longitude,home_county_fips,recruit_ids,headshot_url,season
-1044208,Ryon'e,Winters,Wyoming,180,72,6,2014,CB,Grandview,MO,USA,38.8898478,-94.5313816,29095,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044208.png,2014
-1044207,Jessee,Wilson,Wyoming,245,73,65,2014,G,Cowley,WY,USA,44.883286,-108.469565,56003,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044207.png,2014
-1044206,Austin,Traphagan,Wyoming,272,77,71,2014,OT,Yuma,CO,USA,40.1222084,-102.7252096,08125,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044206.png,2014
-1044205,Joshua,Stanton,Wyoming,240,75,99,2014,DE,Valencia,CA,USA,34.1466768,-117.2725427,06071,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044205.png,2014
-1044204,Josh,Smith,Wyoming,205,75,17,2014,WR,Manchester,NH,USA,42.9956397,-71.4547891,33011,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044204.png,2014
-1044203,Grayson,Sipe,Wyoming,298,74,61,2014,G,Cheyenne,WY,USA,41.139981,-104.820246,56021,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044203.png,2014
-1044202,Trent,Sewell,Wyoming,196,74,5,2014,WR,Bothell,WA,USA,47.7598697,-122.2068288,53033,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044202.png,2014
-1044201,Jake,Schiffner,Wyoming,181,70,32,2014,?,Calgary,AB,Canada,NA,NA,NA,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044201.png,2014
-1044200,Dominic,Rufran,Wyoming,188,72,33,2014,WR,Colorado Springs,CO,USA,38.8339578,-104.8253485,08041,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044200.png,2014
-1044199,Pierce,Royster,Wyoming,175,69,44,2014,PK,Hudson,OH,USA,41.240056,-81.440667,39153,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044199.png,2014
-1044198,Connor,Rains,Wyoming,309,79,77,2014,OT,Placerville,CA,USA,38.7296252,-120.798546,06017,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044198.png,2014
-1044197,Sonny,Puletasi,Wyoming,251,75,50,2014,DE,Lawton,OK,USA,34.6086854,-98.3903305,40031,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044197.png,2014
-1044196,Oscar,Nevermann,Wyoming,213,73,27,2014,LB,Stockholm,,Sweden,NA,NA,NA,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044196.png,2014
-1044195,Malkaam,Muhammad,Wyoming,228,72,11,2014,LB,St. Joseph,MO,USA,39.7686055,-94.8466322,29021,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044195.png,2014
-1044194,Patrick,Mertens,Wyoming,285,77,95,2014,DT,Sterling,CO,USA,40.6255415,-103.207709,08075,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044194.png,2014
-1044193,Jeff,Lark,Wyoming,213,74,16,2014,LB,Cedar Hill,TX,USA,32.5888072,-96.9553675,48113,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044193.png,2014
-1044192,Jonathan,Kongbo,Wyoming,250,78,93,2014,DE,Surrey,BC,Canada,NA,NA,NA,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044192.png,2014
-1044191,Luke,Kellum,Wyoming,184,70,37,2014,CB,Lecompton,KS,USA,39.0450538,-95.3949264,20045,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044191.png,2014
-1044190,Jake,Jones,Wyoming,295,75,72,2014,G,Lakewood,CO,USA,39.631108499999996,-105.11005818223015,08059,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044190.png,2014
-1044189,John,Jackson,Wyoming,280,74,91,2014,DT,Oro Valley,AZ,USA,32.3909071,-110.966488,04019,,https://a.espncdn.com/i/headshots/college-football/players/full/-1044189.png,2014
