play_id,game_id,season,week,opponent,team_score,opponent_score,drive_id,period,yards_to_goal,down,distance,reception_player_id,reception_player,reception_yds,completion_player_id,completion_player,completion_yds,rush_player_id,rush_player,rush_yds,interception_player_id,interception_player,interception_stat,interception_thrown_player_id,interception_thrown_player,interception_thrown_stat,touchdown_player_id,touchdown_player,touchdown_stat,incompletion_player_id,incompletion_player,incompletion_stat,target_player_id,target_player,target_stat,fumble_recovered_player_id,fumble_recovered_player,fumble_recovered_stat,fumble_forced_player_id,fumble_forced_player,fumble_forced_stat,fumble_player_id,fumble_player,fumble_stat,sack_player_id,sack_player,sack_stat,sack_taken_player_id,sack_taken_player,sack_taken_stat,pass_breakup_player_id,pass_breakup_player,pass_breakup_stat
401281942101854401,401281942,2021,1,Miami,0,0,4012819421,1,75,1,10,NA,NA,NA,NA,NA,NA,4241474,Brian Robinson Jr.,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401281942101858201,401281942,2021,1,Miami,0,0,4012819421,1,72,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4685720,Bryce Young,1,4426388,Jameson Williams,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401281942101859001,401281942,2021,1,Miami,0,0,4012819421,1,72,3,7,4567096,John Metchie,12,4685720,Bryce Young,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401281942101864301,401281942,2021,1,Miami,0,0,4012819421,1,60,1,10,4360115,Slade Bolden,11,4685720,Bryce Young,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401281942101866301,401281942,2021,1,Miami,0,0,4012819421,1,49,1,10,4567096,John Metchie,7,4685720,Bryce Young,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401281942101874801,401281942,2021,1,Miami,0,0,4012819421,1,42,2,3,NA,NA,NA,NA,NA,NA,4241474,Brian Robinson Jr.,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401281942101879201,401281942,2021,1,Miami,7,0,4012819421,1,37,1,10,4685720,Bryce Young,37,4567096,John Metchie,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,4685720,Bryce Young,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401281942101879801,401281942,2021,1,Alabama,0,7,4012819422,1,75,1,10,4241397,Charleston Rambo,7,4039300,D'Eriq King,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401281942101885901,401281942,2021,1,Alabama,0,7,4012819422,1,68,2,3,4362523,Will Mallory,7,4039300,D'Eriq King,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401281942101886901,401281942,2021,1,Alabama,0,7,4012819422,1,61,1,10,NA,NA,NA,NA,NA,NA,4362509,Cam'Ron Harris,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401281942101894401,401281942,2021,1,Alabama,0,7,4012819422,1,61,2,10,NA,NA,NA,NA,NA,NA,4362509,Cam'Ron Harris,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401281942101896001,401281942,2021,1,Alabama,0,7,4012819422,1,58,3,7,NA,NA,NA,NA,NA,NA,4362509,Cam'Ron Harris,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401281942101906301,401281942,2021,1,Miami,7,0,4012819423,1,80,1,15,NA,NA,NA,NA,NA,NA,4241474,Brian Robinson Jr.,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401281942101908801,401281942,2021,1,Miami,7,0,4012819423,1,67,2,2,NA,NA,NA,NA,NA,NA,4241474,Brian Robinson Jr.,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401281942101917601,401281942,2021,1,Miami,7,0,4012819423,1,62,1,10,4426388,Jameson Williams,14,4685720,Bryce Young,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401281942101924101,401281942,2021,1,Miami,7,0,4012819423,1,48,1,10,NA,NA,NA,NA,NA,NA,4429001,Jase McClellan,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401281942101927401,401281942,2021,1,Miami,7,0,4012819423,1,45,2,7,4429001,Jase McClellan,3,4685720,Bryce Young,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
