play_id,game_id,season,week,team,conference,opponent,team_score,opponent_score,drive_id,period,clock_minutes,clock_seconds,yards_to_goal,down,distance,reception_player_id,reception_player,reception_yds,completion_player_id,completion_player,completion_yds,rush_player_id,rush_player,rush_yds,interception_player_id,interception_player,interception_stat,interception_thrown_player_id,interception_thrown_player,interception_thrown_stat,touchdown_player_id,touchdown_player,touchdown_stat,incompletion_player_id,incompletion_player,incompletion_stat,target_player_id,target_player,target_stat,fumble_recovered_player_id,fumble_recovered_player,fumble_recovered_stat,fumble_forced_player_id,fumble_forced_player,fumble_forced_stat,fumble_player_id,fumble_player,fumble_stat,sack_player_id,sack_player,sack_stat,sack_taken_player_id,sack_taken_player,sack_taken_stat,pass_breakup_player_id,pass_breakup_player,pass_breakup_stat,field_goal_attempt_player_id,field_goal_attempt_player,field_goal_attempt_stat,field_goal_made_player_id,field_goal_made_player,field_goal_made_stat,field_goal_missed_player_id,field_goal_missed_player,field_goal_missed_stat,field_goal_blocked_player_id,field_goal_blocked_player,field_goal_blocked_stat
401752665101854600,401752665,2025,1,Alabama,SEC,Florida State,0,0,4017526651,1,14,53,75,1,10,NA,NA,NA,NA,NA,NA,4871081,Richard Young,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665101857900,401752665,2025,1,Alabama,SEC,Florida State,0,0,4017526651,1,14,20,69,2,4,4685261,Germie Bernard,12,4685522,Ty Simpson,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665101865700,401752665,2025,1,Alabama,SEC,Florida State,0,0,4017526651,1,13,42,57,1,10,NA,NA,NA,NA,NA,NA,4871081,Richard Young,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665101868200,401752665,2025,1,Alabama,SEC,Florida State,0,0,4017526651,1,13,17,54,2,7,NA,NA,NA,NA,NA,NA,4685522,Ty Simpson,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665101878800,401752665,2025,1,Alabama,SEC,Florida State,0,0,4017526651,1,12,11,54,3,7,NA,NA,NA,NA,NA,NA,4685522,Ty Simpson,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665101885700,401752665,2025,1,Alabama,SEC,Florida State,0,0,4017526651,1,11,42,48,4,1,NA,NA,NA,NA,NA,NA,4871081,Richard Young,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665101894000,401752665,2025,1,Alabama,SEC,Florida State,0,0,4017526651,1,10,59,47,1,10,NA,NA,NA,NA,NA,NA,5079506,Daniel Hill,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665101898100,401752665,2025,1,Alabama,SEC,Florida State,0,0,4017526651,1,10,18,40,2,3,NA,NA,NA,NA,NA,NA,5079506,Daniel Hill,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665101905900,401752665,2025,1,Alabama,SEC,Florida State,0,0,4017526651,1,9,40,42,3,5,NA,NA,NA,NA,NA,NA,4871081,Richard Young,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665101914100,401752665,2025,1,Alabama,SEC,Florida State,0,0,4017526651,1,8,58,36,1,10,NA,NA,NA,NA,NA,NA,5110500,Kevin Riley,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665101917900,401752665,2025,1,Alabama,SEC,Florida State,0,0,4017526651,1,8,20,23,1,10,NA,NA,NA,NA,NA,NA,5110500,Kevin Riley,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665101924800,401752665,2025,1,Alabama,SEC,Florida State,0,0,4017526651,1,7,51,19,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4685522,Ty Simpson,1,4685261,Germie Bernard,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665101925500,401752665,2025,1,Alabama,SEC,Florida State,0,0,4017526651,1,7,44,19,3,6,NA,NA,NA,NA,NA,NA,4685522,Ty Simpson,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665101928800,401752665,2025,1,Alabama,SEC,Florida State,0,0,4017526651,1,7,11,13,1,10,5141711,Ryan Williams,11,4685522,Ty Simpson,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665101934800,401752665,2025,1,Alabama,SEC,Florida State,0,0,4017526651,1,6,51,2,1,2,NA,NA,NA,NA,NA,NA,4871081,Richard Young,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665101938900,401752665,2025,1,Alabama,SEC,Florida State,7,0,4017526651,1,6,10,2,2,2,4876132,Josh Cuevas,2,4685522,Ty Simpson,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4685522,Ty Simpson,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665101944100,401752665,2025,1,Florida State,ACC,Alabama,0,7,4017526652,1,5,58,75,1,10,NA,NA,NA,NA,NA,NA,4685723,Roydell Williams,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665101946430,401752665,2025,1,Florida State,ACC,Alabama,0,7,4017526652,1,5,35,73,2,8,4870922,Duce Robinson,3,4773919,Thomas Castellanos,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665101949500,401752665,2025,1,Florida State,ACC,Alabama,0,7,4017526652,1,5,4,60,1,10,NA,NA,NA,NA,NA,NA,4773919,Thomas Castellanos,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665101958400,401752665,2025,1,Florida State,ACC,Alabama,0,7,4017526652,1,4,15,58,1,20,NA,NA,NA,NA,NA,NA,4685545,Gavin Sawchuk,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665101964400,401752665,2025,1,Florida State,ACC,Alabama,0,7,4017526652,1,3,55,53,2,15,4870954,Randy Pittman,4,4773919,Thomas Castellanos,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665101968100,401752665,2025,1,Florida State,ACC,Alabama,0,7,4017526652,1,3,18,49,3,11,5081368,Squirrel White,40,4773919,Thomas Castellanos,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665101969500,401752665,2025,1,Florida State,ACC,Alabama,7,7,4017526652,1,3,4,9,1,9,NA,NA,NA,NA,NA,NA,4773919,Thomas Castellanos,9,NA,NA,NA,NA,NA,NA,4773919,Thomas Castellanos,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665101974800,401752665,2025,1,Alabama,SEC,Florida State,7,7,4017526653,1,2,51,75,1,10,NA,NA,NA,NA,NA,NA,4871081,Richard Young,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665101977900,401752665,2025,1,Alabama,SEC,Florida State,7,7,4017526653,1,2,20,75,2,10,4685261,Germie Bernard,29,4685522,Ty Simpson,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665101979900,401752665,2025,1,Alabama,SEC,Florida State,7,7,4017526653,1,2,0,46,1,10,5141711,Ryan Williams,5,4685522,Ty Simpson,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665101987900,401752665,2025,1,Alabama,SEC,Florida State,7,7,4017526653,1,1,20,41,2,5,NA,NA,NA,NA,NA,NA,4871081,Richard Young,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665101996800,401752665,2025,1,Alabama,SEC,Florida State,7,7,4017526653,1,0,31,38,3,2,4685261,Germie Bernard,12,4685522,Ty Simpson,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665101999800,401752665,2025,1,Alabama,SEC,Florida State,7,7,4017526653,1,0,1,26,1,10,4685383,Isaiah Horton,6,4685522,Ty Simpson,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665102854400,401752665,2025,1,Alabama,SEC,Florida State,7,7,4017526653,2,14,55,20,2,4,4685261,Germie Bernard,-4,4685522,Ty Simpson,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665102864200,401752665,2025,1,Florida State,ACC,Alabama,7,7,4017526653,2,13,57,29,3,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4694352,Deamontae Diggs,1,4685522,Ty Simpson,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665102868700,401752665,2025,1,Alabama,SEC,Florida State,7,7,4017526653,2,13,12,35,4,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5081854,Conor Talty,53,NA,NA,NA,5081854,Conor Talty,53,NA,NA,NA
401752665102869900,401752665,2025,1,Florida State,ACC,Alabama,7,7,4017526654,2,13,0,65,1,10,4685545,Gavin Sawchuk,3,4773919,Thomas Castellanos,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665102877630,401752665,2025,1,Florida State,ACC,Alabama,7,7,4017526654,2,12,23,62,2,7,4871148,Jaylin Lucas,2,4773919,Thomas Castellanos,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665102885200,401752665,2025,1,Florida State,ACC,Alabama,7,7,4017526654,2,11,47,60,3,5,4870954,Randy Pittman,14,4773919,Thomas Castellanos,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665102886700,401752665,2025,1,Florida State,ACC,Alabama,7,7,4017526654,2,11,32,46,1,10,NA,NA,NA,NA,NA,NA,4685723,Roydell Williams,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665102889600,401752665,2025,1,Florida State,ACC,Alabama,7,7,4017526654,2,11,3,45,2,9,NA,NA,NA,NA,NA,NA,4773919,Thomas Castellanos,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665102897600,401752665,2025,1,Florida State,ACC,Alabama,7,7,4017526654,2,10,23,40,3,4,NA,NA,NA,NA,NA,NA,4773919,Thomas Castellanos,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665102905300,401752665,2025,1,Florida State,ACC,Alabama,7,7,4017526654,2,9,46,35,1,10,NA,NA,NA,NA,NA,NA,4773919,Thomas Castellanos,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665102908600,401752665,2025,1,Florida State,ACC,Alabama,14,7,4017526654,2,9,13,32,2,7,NA,NA,NA,NA,NA,NA,5088153,Micahi Danzy,32,NA,NA,NA,NA,NA,NA,5088153,Micahi Danzy,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665102909100,401752665,2025,1,Alabama,SEC,Florida State,7,14,4017526655,2,9,8,75,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4685522,Ty Simpson,1,4876132,Josh Cuevas,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665102914700,401752665,2025,1,Alabama,SEC,Florida State,7,14,4017526655,2,8,52,75,2,10,NA,NA,NA,NA,NA,NA,5110500,Kevin Riley,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665102916200,401752665,2025,1,Alabama,SEC,Florida State,7,14,4017526655,2,8,37,73,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4685522,Ty Simpson,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665102919400,401752665,2025,1,Florida State,ACC,Alabama,14,7,4017526656,2,8,5,79,1,10,4870922,Duce Robinson,15,4773919,Thomas Castellanos,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665102926000,401752665,2025,1,Florida State,ACC,Alabama,14,7,4017526656,2,7,39,64,1,10,NA,NA,NA,NA,NA,NA,5141560,Ousmane Kromah,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665102929400,401752665,2025,1,Florida State,ACC,Alabama,14,7,4017526656,2,7,5,64,2,10,NA,NA,NA,NA,NA,NA,5141560,Ousmane Kromah,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665102937200,401752665,2025,1,Florida State,ACC,Alabama,14,7,4017526656,2,6,27,50,1,10,NA,NA,NA,NA,NA,NA,5141560,Ousmane Kromah,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665102945200,401752665,2025,1,Florida State,ACC,Alabama,14,7,4017526656,2,5,47,47,2,7,NA,NA,NA,NA,NA,NA,4773919,Thomas Castellanos,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665102948700,401752665,2025,1,Florida State,ACC,Alabama,14,7,4017526656,2,5,12,33,1,10,NA,NA,NA,NA,NA,NA,4685723,Roydell Williams,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665102957100,401752665,2025,1,Florida State,ACC,Alabama,14,7,4017526656,2,4,28,31,2,8,NA,NA,NA,NA,NA,NA,4773919,Thomas Castellanos,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665102964900,401752665,2025,1,Florida State,ACC,Alabama,14,7,4017526656,2,3,50,27,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4773919,Thomas Castellanos,1,4870922,Duce Robinson,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665102965500,401752665,2025,1,Florida State,ACC,Alabama,17,7,4017526656,2,3,44,27,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5123219,Jake Weinberg,45,5123219,Jake Weinberg,45,NA,NA,NA,NA,NA,NA
401752665102966600,401752665,2025,1,Alabama,SEC,Florida State,7,17,4017526657,2,3,33,75,1,10,NA,NA,NA,NA,NA,NA,4871081,Richard Young,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665102968600,401752665,2025,1,Alabama,SEC,Florida State,7,17,4017526657,2,3,13,69,2,4,NA,NA,NA,NA,NA,NA,4871081,Richard Young,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665102977400,401752665,2025,1,Alabama,SEC,Florida State,7,17,4017526657,2,2,25,68,3,3,5141711,Ryan Williams,8,4685522,Ty Simpson,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665102984000,401752665,2025,1,Alabama,SEC,Florida State,7,17,4017526657,2,1,59,60,1,10,4871081,Richard Young,6,4685522,Ty Simpson,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665102984700,401752665,2025,1,Alabama,SEC,Florida State,7,17,4017526657,2,1,52,54,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4685522,Ty Simpson,1,4685261,Germie Bernard,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665102985500,401752665,2025,1,Alabama,SEC,Florida State,7,17,4017526657,2,1,44,54,3,4,NA,NA,NA,NA,NA,NA,4685522,Ty Simpson,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665102987300,401752665,2025,1,Florida State,ACC,Alabama,17,7,4017526658,2,1,26,80,1,10,NA,NA,NA,NA,NA,NA,4773919,Thomas Castellanos,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665102988200,401752665,2025,1,Florida State,ACC,Alabama,17,7,4017526658,2,1,17,76,2,6,NA,NA,NA,NA,NA,NA,4871148,Jaylin Lucas,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401752665102996300,401752665,2025,1,Florida State,ACC,Alabama,17,7,4017526658,2,0,36,72,3,2,NA,NA,NA,NA,NA,NA,4871148,Jaylin Lucas,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
